source,brd_id,table,functional_group,scope_status,scope_reason,table_meaning,notes,ba_email,steward_email
SCMS,BRD-SRC-SCMS-RISK_REPORTING_PERIOD_SC_FIRM,RISK_REPORTING_PERIOD_SC_FIRM,Cảnh báo rủi ro,pending,,Kỳ báo cáo rủi ro theo công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-RISK_SCORING_SCALE,RISK_SCORING_SCALE,Cảnh báo rủi ro,in_scope,,Thang điểm đánh giá rủi ro,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-RISK_SCORING_SC_FIRM_DETAIL,RISK_SCORING_SC_FIRM_DETAIL,Cảnh báo rủi ro,in_scope,,Chi tiết điểm rủi ro công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-RISK_SUMMARY,RISK_SUMMARY,Cảnh báo rủi ro,in_scope,,Tổng hợp rủi ro,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-RISK_SUMMARY_DETAIL,RISK_SUMMARY_DETAIL,Cảnh báo rủi ro,pending,,Chi tiết tổng hợp rủi ro,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SCMS_SHEDLOCK,SCMS_SHEDLOCK,Quản trị phân hệ,out_of_scope,Operational/system data,Khóa phân tán tác vụ định kỳ,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SCMS_SYSTEM_PARAM,SCMS_SYSTEM_PARAM,Quản trị phân hệ,out_of_scope,Operational/system data,Tham số hệ thống SCMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SCMS_WORKING_DAY,SCMS_WORKING_DAY,Quản trị phân hệ,out_of_scope,Operational/system data,Ngày làm việc SCMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_ADHOC_REPORT,SC_FIRM_ADHOC_REPORT,Quản lý CTCK,in_scope,,Báo cáo đột xuất công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_ADHOC_REPORT_HISTORY,SC_FIRM_ADHOC_REPORT_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử báo cáo đột xuất,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_ADMIN_PENALTY_DECISION,SC_FIRM_ADMIN_PENALTY_DECISION,Quản lý CTCK,in_scope,,Quyết định xử phạt hành chính,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_ADMIN_SANCTION,SC_FIRM_ADMIN_SANCTION,Quản lý CTCK,in_scope,,Xử lý hành chính công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_ALERT_VIOLATION,SC_FIRM_ALERT_VIOLATION,Quản lý CTCK,in_scope,,Cảnh báo vi phạm công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_BRANCH,SC_FIRM_BRANCH,Quản lý CTCK,in_scope,,Chi nhánh của công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_COMPLAINT_PETITION,SC_FIRM_COMPLAINT_PETITION,Quản lý CTCK,in_scope,,"Khiếu nại, kiến nghị công ty chứng khoán",,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_DELETION_HISTORY,SC_FIRM_DELETION_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử xóa hồ sơ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_DOMESTIC_REP_OFFICE,SC_FIRM_DOMESTIC_REP_OFFICE,Quản lý CTCK,in_scope,,Văn phòng đại diện trong nước,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_BRANCH,SC_FIRM_FOREIGN_BRANCH,Quản lý CTCK,in_scope,,Chi nhánh nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_BRANCH_HISTORY,SC_FIRM_FOREIGN_BRANCH_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử chi nhánh nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_BRANCH_PERIODIC_REPORT,SC_FIRM_FOREIGN_BRANCH_PERIODIC_REPORT,Quản lý CTCK,in_scope,,Báo cáo định kỳ chi nhánh nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_BRANCH_PERSONNEL,SC_FIRM_FOREIGN_BRANCH_PERSONNEL,Quản lý CTCK,in_scope,,Nhân sự chi nhánh nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_BRANCH_PERSONNEL_HISTORY,SC_FIRM_FOREIGN_BRANCH_PERSONNEL_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử nhân sự chi nhánh nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_REP_OFFICE,SC_FIRM_FOREIGN_REP_OFFICE,Quản lý CTCK,in_scope,,Văn phòng đại diện nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_REP_OFFICE_HISTORY,SC_FIRM_FOREIGN_REP_OFFICE_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử văn phòng đại diện nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_REP_OFFICE_PERIODIC_REPORT,SC_FIRM_FOREIGN_REP_OFFICE_PERIODIC_REPORT,Quản lý CTCK,in_scope,,Báo cáo định kỳ văn phòng đại diện nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_REP_OFFICE_PERSONNEL,SC_FIRM_FOREIGN_REP_OFFICE_PERSONNEL,Quản lý CTCK,in_scope,,Nhân sự văn phòng đại diện nước ngoài,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_FOREIGN_REP_OFFICE_VN,SC_FIRM_FOREIGN_REP_OFFICE_VN,Quản lý CTCK,in_scope,,Văn phòng đại diện nước ngoài tại Việt Nam,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_INFO,SC_FIRM_INFO,Quản lý CTCK,in_scope,,Thông tin công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_INSIDER_RELATION,SC_FIRM_INSIDER_RELATION,Quản lý CTCK,in_scope,,Quan hệ người nội bộ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_INSIDER_RELATION_HISTORY,SC_FIRM_INSIDER_RELATION_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử quan hệ người nội bộ,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_INSPECTION_SCHEDULE,SC_FIRM_INSPECTION_SCHEDULE,Quản lý CTCK,in_scope,,Lịch kiểm tra công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_LICENSED_PRACTITIONER,SC_FIRM_LICENSED_PRACTITIONER,Quản lý CTCK,in_scope,,Người hành nghề chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_MAJOR_SHAREHOLDER_RELATION,SC_FIRM_MAJOR_SHAREHOLDER_RELATION,Quản lý CTCK,in_scope,,Quan hệ cổ đông lớn,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_OWNERSHIP_RELATION,SC_FIRM_OWNERSHIP_RELATION,Quản lý CTCK,in_scope,,Quan hệ sở hữu công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_PERIODIC_REPORT,SC_FIRM_PERIODIC_REPORT,Quản lý CTCK,in_scope,,Báo cáo định kỳ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_PERIODIC_REPORT_HISTORY,SC_FIRM_PERIODIC_REPORT_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử báo cáo định kỳ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_PROFILE_CHANGE,SC_FIRM_PROFILE_CHANGE,Quản lý CTCK,in_scope,,Thay đổi hồ sơ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_PROFILE_HISTORY,SC_FIRM_PROFILE_HISTORY,Quản lý CTCK,out_of_scope,Audit Log nguồn,Lịch sử hồ sơ công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_RELATED_PERSON,SC_FIRM_RELATED_PERSON,Quản lý CTCK,in_scope,,Người liên quan công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_REP_OFFICE,SC_FIRM_REP_OFFICE,Quản lý CTCK,in_scope,,Văn phòng đại diện trong nước,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SENIOR_PERSONNEL,SC_FIRM_SENIOR_PERSONNEL,Quản lý CTCK,in_scope,,Nhân sự cao cấp công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SERVICE,SC_FIRM_SERVICE,Quản lý CTCK,in_scope,,Dịch vụ của công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SHAREHOLDER,SC_FIRM_SHAREHOLDER,Quản lý CTCK,in_scope,,Cổ đông của công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SHAREHOLDER_OWNERSHIP_CHANGE,SC_FIRM_SHAREHOLDER_OWNERSHIP_CHANGE,Quản lý CTCK,in_scope,,Thay đổi sở hữu cổ đông,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SHAREHOLDER_RELATION,SC_FIRM_SHAREHOLDER_RELATION,Quản lý CTCK,in_scope,,Quan hệ cổ đông,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SHAREHOLDER_REPRESENTATIVE,SC_FIRM_SHAREHOLDER_REPRESENTATIVE,Quản lý CTCK,in_scope,,Người đại diện cổ đông,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_SHAREHOLDER_TRANSFER,SC_FIRM_SHAREHOLDER_TRANSFER,Quản lý CTCK,in_scope,,Chuyển nhượng cổ phần,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SC_FIRM_TRANSACTION_OFFICE,SC_FIRM_TRANSACTION_OFFICE,Quản lý CTCK,in_scope,,Phòng giao dịch của công ty chứng khoán,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSNEWS,SMSNEWS,Quản trị phân hệ,out_of_scope,Operational/system data,Dữ liệu tin tức SMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSOFFEROFSTOCKS,SMSOFFEROFSTOCKS,Quản trị phân hệ,out_of_scope,Operational/system data,Dữ liệu đề nghị cổ phiếu SMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSREPORTDATA,SMSREPORTDATA,Quản trị phân hệ,out_of_scope,Operational/system data,Dữ liệu báo cáo SMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSTLLOG,SMSTLLOG,Quản trị phân hệ,out_of_scope,Operational/system data,Log SMS tăng trưởng,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSVW_SECURITIES,SMSVW_SECURITIES,Quản trị phân hệ,out_of_scope,Operational/system data,Danh sách chứng khoán SMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SMSVW_TLPROFILES,SMSVW_TLPROFILES,Quản trị phân hệ,out_of_scope,Operational/system data,Hồ sơ SMS,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SSC_NOTIFICATION,SSC_NOTIFICATION,Quản trị phân hệ,out_of_scope,Operational/system data,Thông báo SSC,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SSC_NOTIFICATION_RECIPIENT,SSC_NOTIFICATION_RECIPIENT,Quản trị phân hệ,out_of_scope,Operational/system data,Người nhận thông báo SSC,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_AUDIT_LOG,SYS_AUDIT_LOG,Quản trị phân hệ,out_of_scope,Operational/system data,Log kiểm tra hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_CONFIG_PARAM,SYS_CONFIG_PARAM,Quản trị phân hệ,out_of_scope,Operational/system data,Tham số cấu hình hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_EXPORT_FULL_01,SYS_EXPORT_FULL_01,Quản trị phân hệ,out_of_scope,Operational/system data,Xuất dữ liệu toàn bộ (phần 1),,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_EXPORT_FULL_02,SYS_EXPORT_FULL_02,Quản trị phân hệ,out_of_scope,Operational/system data,Xuất dữ liệu toàn bộ (phần 2),,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_FUNCTION,SYS_FUNCTION,Quản trị phân hệ,out_of_scope,Operational/system data,Chức năng hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_FUNCTION_DETAIL,SYS_FUNCTION_DETAIL,Quản trị phân hệ,out_of_scope,Operational/system data,Chi tiết chức năng hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_ORGANIZATION,SYS_ORGANIZATION,Quản trị phân hệ,out_of_scope,Operational/system data,Cơ cấu tổ chức,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_USER,SYS_USER,Quản trị phân hệ,out_of_scope,Operational/system data,Người dùng hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_USER_BACKUP,SYS_USER_BACKUP,Quản trị phân hệ,out_of_scope,Operational/system data,Sao lưu dữ liệu người dùng,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_USER_GROUP,SYS_USER_GROUP,Quản trị phân hệ,out_of_scope,Operational/system data,Nhóm người dùng hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_USER_LOGIN_LOG,SYS_USER_LOGIN_LOG,Quản trị phân hệ,out_of_scope,Operational/system data,Log đăng nhập người dùng,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-SYS_WORKING_CALENDAR,SYS_WORKING_CALENDAR,Quản trị phân hệ,out_of_scope,Operational/system data,Lịch làm việc hệ thống,,username@fssc.com.vn,username@ubck.com.vn
SCMS,BRD-SRC-SCMS-flyway_schema_history,flyway_schema_history,Khác,out_of_scope,System table,Lịch sử cập nhật schema CSDL,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-AliasPartIndex,AliasPartIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Map alias URL đến Content Item,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-Audit_AuditTrailEventIndex,Audit_AuditTrailEventIndex,UID-04 Audit và thông báo,out_of_scope,Không xuất hiện trong 2 yêu cầu báo cáo hiện tại,Log sự kiện audit — thao tác người dùng trên hồ sơ,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-Audit_Document,Audit_Document,UID-04 Audit và thông báo,out_of_scope,ETL không đọc Document.Content — cascade drop từ Audit_AuditTrailEventIndex,Document JSON chi tiết sự kiện audit,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-AutoroutePartIndex,AutoroutePartIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Index đường dẫn URL (slug) của ContentItem,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-BooleanFieldIndex,BooleanFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường boolean của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = BOOLEAN (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-ContainedPartIndex,ContainedPartIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Quan hệ cha-con giữa ContentItem (container-contained),,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-ContentItemIndex,ContentItemIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,"Hồ sơ đăng ký chào bán / phát hành chứng khoán và kết quả xét duyệt (GCN / văn bản từ chối) — toàn bộ lưu trong cùng bảng ContentItemIndex, phân biệt bởi ContentType (Latest=1, Published=1)",Map vào Securities Offering Application (Documentation/Regulatory Report). ETL filter: Published=1 AND Latest=1. content_type_code (TTHC_CONTENT_TYPE) phân biệt 11 loại hồ sơ chào bán và các loại kết quả (GCN / từ chối). Pending T1-01: ContentType GCN và từ chối chưa xác nhận trên DB thực tế.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-ContentPickerFieldIndex,ContentPickerFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường chọn ContentItem khác (content picker) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = CONTENT_PICKER (ETL derived). Pending T2-05: xác nhận bảng này có dữ liệu trong Eform chào bán. Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-DateFieldIndex,DateFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường ngày (input-date) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = DATE (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-DateTimeFieldIndex,DateTimeFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường ngày giờ (datetime fields) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = DATETIME (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-DeploymentPlanIndex,DeploymentPlanIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Kế hoạch triển khai nội dung và cấu hình hệ thống,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-Document,Document,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,ETL không đọc Document.Content — dùng *FieldIndex thay thế. Raw JSON là Operational/system data.,Raw JSON gốc của toàn bộ ContentItem — cột Content chứa JSON serialize toàn bộ nội dung chi tiết,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-HtmlFieldIndex,HtmlFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường HTML (rich-text editor) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = HTML (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-IndexingTask,IndexingTask,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Task đánh chỉ mục nội dung cho search engine,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-LayerMetadataIndex,LayerMetadataIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Cấu hình layout và zone hiển thị giao diện portal,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-LinkFieldIndex,LinkFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường liên kết URL (input-url) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = LINK (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-MultiTextFieldIndex,MultiTextFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,"Trường văn bản nhiều giá trị (textarea, multi-value) của tờ khai Eform đã index — gộp vào Application Eform Field Value",Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = MULTI_TEXT (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-Notification_Document,Notification_Document,UID-04 Audit và thông báo,out_of_scope,ETL không đọc Document.Content — cascade drop từ Notification_NotificationIndex,Dữ liệu JSON của thông báo,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-Notification_NotificationIndex,Notification_NotificationIndex,UID-04 Audit và thông báo,out_of_scope,Không xuất hiện trong 2 yêu cầu báo cáo hiện tại,Thông báo hệ thống gửi đến người dùng,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-NumericFieldIndex,NumericFieldIndex,UID-01 Hồ sơ chào bán chứng khoán,in_scope,,Trường số (input-number) của tờ khai Eform đã index — gộp vào Application Eform Field Value,Gộp cùng 10 bảng *FieldIndex khác thành entity Application Eform Field Value (Fact Append). field_data_type_code = NUMERIC (ETL derived). Xem D-04.,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_Document,OpenId_Document,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,JSON document của các đối tượng OpenID Connect (OAuth2),,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByLogoutUriIndex,OpenId_OpenIdAppByLogoutUriIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Index ứng dụng OpenID theo LogoutUri,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByLogoutUriIndex_OpenId_Document,OpenId_OpenIdAppByLogoutUriIndex_OpenId_Document,UID-03 Phân quyền người dùng,out_of_scope,Cascade drop từ OpenId_OpenIdAppByLogoutUriIndex — không có giá trị nghiệp vụ,Document gốc của LogoutUri index,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByRedirectUriIndex,OpenId_OpenIdAppByRedirectUriIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Index ứng dụng OpenID theo RedirectUri,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByRedirectUriIndex_OpenId_Document,OpenId_OpenIdAppByRedirectUriIndex_OpenId_Document,UID-03 Phân quyền người dùng,out_of_scope,Cascade drop từ OpenId_OpenIdAppByRedirectUriIndex — không có giá trị nghiệp vụ,Document gốc của RedirectUri index,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByRoleNameIndex,OpenId_OpenIdAppByRoleNameIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Index ứng dụng OpenID theo RoleName,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAppByRoleNameIndex_OpenId_Document,OpenId_OpenIdAppByRoleNameIndex_OpenId_Document,UID-03 Phân quyền người dùng,out_of_scope,Cascade drop từ OpenId_OpenIdAppByRoleNameIndex — không có giá trị nghiệp vụ,Document gốc của RoleName index,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdApplicationIndex,OpenId_OpenIdApplicationIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Ứng dụng client OAuth2 đã đăng ký,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdAuthorizationIndex,OpenId_OpenIdAuthorizationIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Authorization grant OAuth2,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdScopeByResourceIndex,OpenId_OpenIdScopeByResourceIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Mapping scope theo resource OAuth2,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdScopeByResourceIndex_OpenId_Document,OpenId_OpenIdScopeByResourceIndex_OpenId_Document,UID-03 Phân quyền người dùng,out_of_scope,Cascade drop từ OpenId_OpenIdScopeByResourceIndex — không có giá trị nghiệp vụ,Document gốc của scope-resource index,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdScopeIndex,OpenId_OpenIdScopeIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Phạm vi quyền truy cập (scopes) của hệ thống OAuth2,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-OpenId_OpenIdTokenIndex,OpenId_OpenIdTokenIndex,UID-03 Phân quyền người dùng,out_of_scope,Operational/system data — không có giá trị nghiệp vụ,Token OAuth2 đã cấp cho client,,username@fssc.com.vn,username@ubck.com.vn
TTHC,BRD-SRC-TTHC-TaxonomyIndex,TaxonomyIndex,UID-01 Hồ sơ chào bán chứng khoán,out_of_scope,Không có quan hệ FK đến bảng nghiệp vụ Eform chào bán,Phân loại tag/category của nội dung CMS,,username@fssc.com.vn,username@ubck.com.vn
