id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
12311,Product,Credit Linked Note,Credit linked notes package a credit default swap into a tradable instrument - a note or a bond. The credit linked notes may be issued either by the protection buyer himself or by a special purpose vehicle.,[Auto Translated] Các trái phiếu liên kết tín dụng gói hợp đồng hoán đổi nợ xấu thành một công cụ có thể giao dịch - trái phiếu hoặc trái phiếu. Các trái phiếu liên kết tín dụng có thể được phát hành bởi chính người mua bảo đảm hoặc bằng một phương tiện có mục đích đặc biệt.,concept,,,,Business Core Vocabulary >> Product >> Credit Derivative Instrument,Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/49/EC Alignment Scope; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/48/EC Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Advanced Capital Adequacy Framework Alignment Scope,,
12312,Product,Product Value Added Flag,A term that distinguishes between Non-seller Owned Products according to whether or not the seller has added significant value to the Product before reselling it. An example of Non-seller Owned Product for which the seller has added significant value before reselling it a leasing service whereby as part of the service an additional one year free warranty will be extended on the lease.  An example of a Product where no value has been added before reselling it is a commercial bank selling a brand name travelers check of another institution.,"[Auto Translated] Thuật ngữ phân biệt giữa các Sản phẩm không thuộc quyền sở hữu của người bán tùy theo việc người bán có thêm giá trị đáng kể vào Sản phẩm trước khi bán lại hay không. Một ví dụ về Sản phẩm không thuộc quyền sở hữu của người bán mà người bán đã thêm giá trị đáng kể trước khi bán lại dịch vụ cho thuê, theo đó, như một phần của dịch vụ, bảo hành miễn phí bổ sung thêm một năm sẽ được gia hạn cho hợp đồng thuê.  Một ví dụ về Sản phẩm không có giá trị nào được thêm vào trước khi bán lại là một ngân hàng thương mại bán séc du lịch có thương hiệu của một tổ chức khác.",property,,,Business Core Vocabulary >> Product >> Product,,,Boolean,
12313,Product,Supporting Product,"Identifies a Product / Product Relationship in which one provides supplemental backing for the other; for example, a Transfer Service provides supplemental backing for (Supports) an Investment Service, an Information Service that provides supplemental backing for (Supports) an Investment Service, Transfer Service or a Support Service.","[Auto Translated] Xác định Mối quan hệ Sản phẩm / Sản phẩm trong đó một sản phẩm cung cấp hỗ trợ bổ sung cho sản phẩm kia; ví dụ: Dịch vụ chuyển nhượng cung cấp hỗ trợ bổ sung cho (Hỗ trợ) Dịch vụ đầu tư, Dịch vụ thông tin cung cấp hỗ trợ bổ sung cho (Hỗ trợ) Dịch vụ đầu tư, Dịch vụ chuyển nhượng hoặc Dịch vụ hỗ trợ.",property,,Business Core Vocabulary >> Product >> Product,Business Core Vocabulary >> Product >> Product,,,Relationship,
12314,Product,Finance Service Purpose,"Distinguishes between Finance Services based on how their proceeds will be used by the borrower; for example, construction or asset acquisition financing.","[Auto Translated] Phân biệt giữa các Dịch vụ Tài chính dựa trên cách người vay sử dụng số tiền thu được của họ; ví dụ, tài trợ xây dựng hoặc mua lại tài sản.",property,,,Business Core Vocabulary >> Product >> Finance Service,,Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Loans And Mortgages,Reference Data,
12315,Product,Bank Guarantee Instrument,Identifies a Debt Instrument that is a guarantee from a lending institution ensuring that the liabilities of a debtor will be met.,[Auto Translated] Xác định một Công cụ nợ là sự bảo đảm từ một tổ chức cho vay nhằm đảm bảo rằng các khoản nợ của con nợ sẽ được đáp ứng.,concept,,,,Business Core Vocabulary >> Product >> Debt Instrument,Business Scopes >> Capital Markets >> Capital Markets - Debt & Equity Fundamentals; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/48/EC Alignment Scope; Business Scopes >> Capital Markets; Business Scopes >> Capital Markets >> Capital Markets View,,
12316,Product,Mandate Authority Type,A term that distinguishes between the type of authority and independence from the relevant National Authority that the Financial Institution has in the treatment of its products. The Financial Institution may have discretion on how it treats its products for Capital Adequacy or the Financial Institution must use the guidelines as set out by the National Authority or the Financial Institution may have discretion but will also have to seek advice from the National Authority.,[Auto Translated] Một thuật ngữ phân biệt giữa loại thẩm quyền và tính độc lập với Cơ quan Quốc gia có liên quan mà Tổ chức Tài chính có trong việc xử lý các sản phẩm của mình. Tổ chức Tài chính có thể có toàn quyền quyết định về cách xử lý các sản phẩm của mình để đảm bảo An toàn Vốn hoặc Tổ chức Tài chính phải sử dụng các hướng dẫn do Cơ quan Quốc gia quy định hoặc Tổ chức Tài chính có thể có toàn quyền quyết định nhưng cũng sẽ phải tìm kiếm lời khuyên từ Cơ quan Quốc gia.,property,,,Business Core Vocabulary >> Product >> Product,,Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope,Reference Data,
12317,Product,Commercial Paper,"Identifies a note that involves a negotiable, short-term, unsecured commitment issued by credit worthy institutions.","[Auto Translated] Xác định một trái phiếu liên quan đến một cam kết có thể thương lượng, ngắn hạn, không có bảo đảm do các tổ chức có uy tín tín dụng phát hành.",concept,,,,Business Core Vocabulary >> Product >> Promissory Note Instrument,Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Maturity Breakdown Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Geographic Breakdown Alignment Scope; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> SOX - Consolidated Balance Sheet Analysis Alignment Scope; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> SOX - Management Discussion And Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Outstandings Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy; Business Scopes >> Anti Money Laundering (AML) >> AML Suspicious Activity; Business Scopes >> Customer View; Business Scopes >> Advanced Securities; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> Sarbanes Oxley Act Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Involved Party Exposure Alignment Scope,,
12318,Product,SEDOL,Stock Exchange Daily Official List. Has a built in check digit system.,[Auto Translated] Danh sách chính thức hàng ngày của Sở giao dịch chứng khoán. Có hệ thống số kiểm tra tích hợp.,property,,,Business Core Vocabulary >> Product >> Financial Market Instrument,,Business Scopes >> Advanced Securities,String,
12319,Product,Preferred Equity Instrument,"Identifies an Equity Instrument that generally does not offer voting rights to the equity holder but provides the equity holder a prior claim on corporate assets and earnings over the holders of common equity, which is offered at a price equal to par value and which bears a fixed rate dividend.","[Auto Translated] Xác định một Công cụ vốn chủ sở hữu thường không cung cấp quyền biểu quyết cho chủ sở hữu vốn cổ phần nhưng cung cấp cho chủ sở hữu cổ phần quyền yêu cầu trước về tài sản và thu nhập của công ty đối với chủ sở hữu vốn cổ phần phổ thông, được chào bán ở mức giá bằng mệnh giá và chịu cổ tức theo tỷ lệ cố định.",concept,,,,Business Core Vocabulary >> Product >> Equity Instrument,Business Scopes >> Capital Markets >> Capital Markets - Debt & Equity Fundamentals; Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Capital Markets >> Capital Markets View; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Maturity Breakdown Alignment Scope; Business Scopes >> Capital Markets; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> SOX - Consolidated Statement Of Changes in Shareholders' Equity Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Geographic Breakdown Alignment Scope; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> SOX - Consolidated Balance Sheet Analysis Alignment Scope; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Outstandings Analysis Alignment Scope; Business Scopes >> Investment Banking; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy; Business Scopes >> Anti Money Laundering (AML) >> AML Suspicious Activity; Business Scopes >> Customer View; Business Scopes >> Alignment Scopes >> Sarbanes-Oxley Act (SOX) Alignment Scopes >> Sarbanes Oxley Act Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Involved Party Exposure Alignment Scope,,
12320,Product,Financial Market Instrument Credit Risk Rating,Identifies the Credit Risk Rating assigned to the Financial Market Instrument.,[Auto Translated] Xác định Xếp hạng Rủi ro Tín dụng được chỉ định cho Công cụ Thị trường Tài chính.,property,,Business Core Vocabulary >> Group >> Credit Risk Rating,Business Core Vocabulary >> Product >> Financial Market Instrument,,Business Scopes >> Alignment Scopes >> Basel Disclosures Alignment Scope; Business Scopes >> Optimize Offers and Cross Sell Scenario,Relationship,
12321,Product,Market Value Amount,The monetary amount that the Financial Market Instrument can be sold for in the current market place.,[Auto Translated] Số tiền mà Công cụ thị trường tài chính có thể được bán trên thị trường hiện tại.,property,,,Business Core Vocabulary >> Product >> Financial Market Instrument,,Business Scopes >> Financial Markets (FM); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel III Regulatory Standards LCR Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Financial Markets (FM) >> Financial Market Instruments,Monetary Amount,
12322,Product,Option Delivery Indicator,"Indicates, for an Option Derivative, whether the settlement is Physical (actual delivery of the underlying asset) or Cash (the cash equivalent of the instrument or variation from an agreed price)._x000D_
_x000D_
For full definition of domains see Classifier ""Financial Product Delivery Type""._x000D_
_x000D_
*Domain*_x000D_
C = Cash_x000D_
P = Physical_x000D_
_x000D_
Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Delivery "".","[Auto Translated] Cho biết, đối với Công cụ phái sinh quyền chọn, việc thanh toán là Vật lý (giao thực tế tài sản cơ bản) hay Tiền mặt (số tiền tương đương với công cụ hoặc biến thể so với giá đã thỏa thuận)._x000D_
_x000D_
Để biết định nghĩa đầy đủ về miền, hãy xem Trình phân loại ""Loại phân phối sản phẩm tài chính""._x000D_
_x000D_
*Tên miền*_x000D_
C = Tiền mặt_x000D_
P = Vật lý_x000D_
_x000D_
Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Giao hàng"".",property,,,Business Core Vocabulary >> Product >> Option Derivative,,,Reference Data,
12323,Product,Credit Card Service,"Identifies a service to support a Payment Card that allows a Card Holder to effect payment for goods and services from a Credit Account up to a specified Credit Limit. The Credit Card holder receives periodic statements and is required to make at least a minimum payment to the Credit Account by the Payment Due Date specified on the statement. Amounts paid by the holder to the Credit Account by the Payment Due Date do not attract any interest. Any outstanding balance, after the Payment Due Date, attracts interest according to the terms and conditions of the Credit Card. This means that the Card Holder can avail themselves of interest free credit for a period of approximately 20 to 56 days, depending on when, during the statement period, the Card was used to effect payment. Some Credit Card transactions, such as advances of cash, attract interest from the transaction date.","[Auto Translated] Xác định một dịch vụ hỗ trợ Thẻ thanh toán cho phép Chủ thẻ thực hiện thanh toán cho hàng hóa và dịch vụ từ Tài khoản tín dụng đến Hạn mức tín dụng được chỉ định. Chủ Thẻ Tín dụng nhận được sao kê định kỳ và phải thanh toán ít nhất một khoản thanh toán tối thiểu vào Tài khoản Tín dụng trước Ngày Đến hạn Thanh toán được chỉ định trên sao kê. Các khoản tiền mà chủ sở hữu thanh toán vào Tài khoản Tín dụng trước Ngày Đến hạn Thanh toán sẽ không bị tính lãi. Bất kỳ số dư chưa thanh toán nào sau Ngày Đến hạn Thanh toán sẽ bị tính lãi theo các điều khoản và điều kiện của Thẻ Tín dụng. Điều này có nghĩa là Chủ thẻ có thể tận dụng khoản tín dụng không lãi suất trong khoảng thời gian khoảng 20 đến 56 ngày, tùy thuộc vào thời điểm, trong kỳ sao kê, Thẻ được sử dụng để thực hiện thanh toán. Một số giao dịch Thẻ Tín dụng, chẳng hạn như ứng trước tiền mặt, sẽ thu lãi kể từ ngày giao dịch.",concept,,,,Business Core Vocabulary >> Product >> Card Service,Business Scopes >> Credit Card View; Business Scopes >> Payment Cards; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Credit Card View >> Credit Card - Product and Arrangement; Business Scopes >> Credit Cards,,
12324,Product,Reverse Mortgage Loan,"Reverse Mortgage represents a type of Mortgage in which a homeowners can borrow money against the value of his or her home. No repayment of the mortgage (principal or interest) is required until the borrower dies or the home is sold. After accounting for the initial mortgage amount, the rate at which interest accrues, the length of the loan and rate of home price appreciation, the transaction is structured so that the loan amount will not exceed the value of the home over the life of the loan. 

Often, the lender will require that there can be no other liens against the home. Any existing liens must be paid off with the proceeds of the reverse mortgage.","[Auto Translated] Thế chấp ngược đại diện cho một loại Thế chấp trong đó chủ nhà có thể vay tiền dựa trên giá trị căn nhà của mình. Không cần phải hoàn trả khoản thế chấp (gốc hoặc lãi) cho đến khi người vay chết hoặc nhà được bán. Sau khi tính toán số tiền thế chấp ban đầu, lãi suất tích lũy, thời hạn cho vay và tỷ lệ tăng giá nhà, giao dịch được cấu trúc sao cho số tiền cho vay không vượt quá giá trị căn nhà trong suốt thời hạn vay. 

Thông thường, người cho vay sẽ yêu cầu không được có quyền thế chấp nào khác đối với ngôi nhà. Mọi khoản thế chấp hiện có phải được thanh toán bằng số tiền thu được từ khoản thế chấp ngược lại.",concept,,,,Business Core Vocabulary >> Product >> Mortgage,Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy,,
12325,Product,Income Generation Country,"Identifies a Country where a Product, such as a Security Instrument, generates its income from. This relationship is established to determine where the tax obligation resides.","[Auto Translated] Xác định Quốc gia nơi Sản phẩm, chẳng hạn như Công cụ bảo mật, tạo ra thu nhập từ đó. Mối quan hệ này được thiết lập để xác định nơi có nghĩa vụ thuế.",property,,Business Core Vocabulary >> Location >> Country,Business Core Vocabulary >> Product >> Product,,Business Scopes >> Advanced Securities,Relationship,
12326,Product,Moneyness Calculation Type,"A term that distinguishes categories of Derivative Instrument by indicating the type of method used to represent the price differential between the current price of the underlying asset and the market strike price. For example, strike - underlying asset price, underlying access price - strike price.","[Auto Translated] Thuật ngữ phân biệt các loại Công cụ phái sinh bằng cách chỉ ra loại phương pháp được sử dụng để thể hiện chênh lệch giá giữa giá hiện tại của tài sản cơ bản và giá thực hiện trên thị trường. Ví dụ: giá thực hiện - giá tài sản cơ bản, giá truy cập cơ bản - giá thực hiện.",property,,,Business Core Vocabulary >> Product >> Derivative Instrument,,Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope,Reference Data,
12327,Product,Option Exercise Type,"A term that distinguishes between Option Derivatives according to the manner in which the offering may be activated or concluded._x000D_
_x000D_
Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Type"" when combined with Warrant Issuer Type and Debt Interest Type.","[Auto Translated] Một thuật ngữ phân biệt giữa các Công cụ phái sinh tùy chọn theo cách thức mà đợt chào bán có thể được kích hoạt hoặc kết thúc._x000D_
_x000D_
Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Loại"" khi kết hợp với Loại bên phát hành chứng quyền và Loại lãi suất nợ.",property,,,Business Core Vocabulary >> Product >> Option Derivative,,Business Scopes >> Advanced Securities; Business Scopes >> Investment Banking; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope,Reference Data,
12328,Product,Equity Payment Status,"A term that distinguishes between Equity Instruments according to the method by which the funds, due for payment, are to be made._x000D_
_x000D_
An example of deferred payment is with Partly Paid issues of Equity, where the equity is delivered for later payment._x000D_
_x000D_
Compliant with ISO 10962 ""Classification Of Financial Instruments"" code, where this classification is called ""Payment Status ""._x000D_
This is a Placeholder Scheme.","[Auto Translated] Một thuật ngữ phân biệt giữa các Công cụ Vốn chủ sở hữu theo phương thức mà các khoản tiền đến hạn thanh toán sẽ được thực hiện._x000D_
_x000D_
Một ví dụ về thanh toán trả chậm là với các đợt phát hành Vốn chủ sở hữu được thanh toán một phần, trong đó vốn chủ sở hữu được giao để thanh toán sau._x000D_
_x000D_
Tuân thủ mã ""Phân loại công cụ tài chính"" ISO 10962, trong đó phân loại này được gọi là ""Trạng thái thanh toán""._x000D_
Đây là một sơ đồ giữ chỗ.",property,,,Business Core Vocabulary >> Product >> Equity Instrument,,,Reference Data,
12329,Product,Multiuse Card Access,"Identifies a Card Access that enables use of several services such as a line of credit, debits to an account, access to automated teller machines, or other uses as arranged.","[Auto Translated] Xác định Quyền truy cập thẻ cho phép sử dụng một số dịch vụ như hạn mức tín dụng, ghi nợ vào tài khoản, truy cập vào máy rút tiền tự động hoặc các mục đích sử dụng khác theo thỏa thuận.",concept,,,,Business Core Vocabulary >> Product >> Card Access,Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Customer View; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope,,
12330,Product,Product Notice Requirement Indicator,"Distinguishes between Products according to whether or not an advance notice is required to make funds or other financial instruments available for further use. A notice requirement may be valid for several types of Products, including deposits, loans, and trading services. For example, a Deposit Product with a provision requiring 10 days advance notification of withdrawal of funds. Types of Products which typically do not require notice include a prepaid debit card service or a demand deposit allowing immediate availability of funds.","[Auto Translated] Phân biệt giữa các Sản phẩm tùy theo việc có cần thông báo trước để cung cấp tiền hoặc các công cụ tài chính khác cho mục đích sử dụng tiếp theo hay không. Yêu cầu thông báo có thể hợp lệ đối với một số loại Sản phẩm, bao gồm tiền gửi, khoản vay và dịch vụ giao dịch. Ví dụ: Sản phẩm tiền gửi có điều khoản yêu cầu thông báo rút tiền trước 10 ngày. Các loại Sản phẩm thường không yêu cầu thông báo bao gồm dịch vụ thẻ ghi nợ trả trước hoặc tiền gửi không kỳ hạn cho phép có sẵn tiền ngay lập tức.",property,,,Business Core Vocabulary >> Product >> Product,,Business Scopes >> Payments Data; Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Funding; Business Scopes >> Advanced Securities; Business Scopes >> Capital Markets; Business Scopes >> Capital Markets >> Capital Markets View,Boolean,
12331,Product,Currency Derivative,"Identifies a Derivative Instrument that is based on a currency, such as an option to put an amount of currency, specified by the option contract, for another currency at the contract strike price.","[Auto Translated] Xác định một Công cụ phái sinh dựa trên một loại tiền tệ, chẳng hạn như quyền chọn đặt một lượng tiền tệ, được chỉ định bởi hợp đồng quyền chọn, cho một loại tiền tệ khác theo giá thực hiện hợp đồng.",concept,,,,Business Core Vocabulary >> Product >> Derivative Instrument,Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy,,
12332,Product,Instrument Return,"Identifies the return of a financial market instrument used as a benchmark to assess the performance of an investment plan, fund or portfolio in relative terms. A portfolio is performing well if the return on the assets contained in the portfolio is greater than the return on the benchmark instrument.","[Auto Translated] Xác định lợi nhuận của một công cụ thị trường tài chính được sử dụng làm chuẩn mực để đánh giá hiệu suất của kế hoạch đầu tư, quỹ hoặc danh mục đầu tư theo các điều kiện tương đối. Một danh mục đầu tư hoạt động tốt nếu lợi nhuận trên tài sản trong danh mục đầu tư lớn hơn lợi nhuận trên công cụ chuẩn.",property,,,Business Core Vocabulary >> Product >> Financial Market Instrument,,,Decimal,
12333,Product,Penalty Interest Condition,"Identifies a Penalty Interest Rate Condition where applicable to the Product. For example, the Penalty Rate, also referred to as Default Rate, is an Interest Rate applied to a Credit Card when the Terms of the card are breached by the Card Holder. The Penalty Rate is higher than the standard rate applied to the card. Exceeding the Credit Card Limit is an example of a breach of the terms of the Credit Card.","[Auto Translated] Xác định Điều kiện lãi suất phạt nếu áp dụng cho Sản phẩm. Ví dụ: Lãi suất phạt, còn được gọi là Lãi suất vỡ nợ, là Lãi suất áp dụng cho Thẻ tín dụng khi Chủ thẻ vi phạm các Điều khoản của thẻ. Tỷ lệ phạt cao hơn tỷ lệ tiêu chuẩn áp dụng cho thẻ. Vượt quá Hạn mức Thẻ Tín dụng là một ví dụ về việc vi phạm các điều khoản của Thẻ Tín dụng.",property,,Business Core Vocabulary >> Condition >> Penalty Interest,Business Core Vocabulary >> Product >> Finance Service,,Business Scopes >> Credit Card View; Business Scopes >> Payment Cards; Business Scopes >> Credit Card View >> Credit Card - Product and Arrangement; Business Scopes >> Credit Cards; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope,Relationship,
12334,Product,Common Product Name,"Identifies a Product Name by which a Product is commonly referred to; for example, Credit Card, Line of Credit, Investment Account.","[Auto Translated] Xác định Tên Sản phẩm mà Sản phẩm thường được nhắc đến; ví dụ: Thẻ tín dụng, Hạn mức tín dụng, Tài khoản đầu tư.",property,,,Business Core Vocabulary >> Product >> Product,,,String,
12335,Product,Cap Price Value,"The Cap Price on a Derivative Instrument is an agreed ceiling price or floating rate which protects the purchaser of the instrument against rises in the underlying price or rate, above the agreed upper limit. For example, an Interest Rate Cap that is an agreement whereby the provider makes payments to the purchaser at the end of each period in which a specified reference or fixing rate, such as LIBOR, exceeds the agreed cap price.","[Auto Translated] Giá trần trên Công cụ phái sinh là giá trần hoặc tỷ giá thả nổi đã được thỏa thuận nhằm bảo vệ người mua công cụ trước sự tăng giá hoặc tỷ giá cơ bản, vượt quá giới hạn trên đã thỏa thuận. Ví dụ: Giới hạn lãi suất là một thỏa thuận trong đó nhà cung cấp thanh toán cho người mua vào cuối mỗi kỳ trong đó tỷ lệ tham chiếu hoặc cố định được chỉ định, chẳng hạn như LIBOR, vượt quá giá trần đã thỏa thuận.",property,,,Business Core Vocabulary >> Product >> Derivative Instrument,,Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope,Monetary Amount,
12336,Product,Product Payment Composition,"Distinguishes between Products according to the variability allowed in the constituents of the periodic payment amounts. For example, in an amortizing Product, the scheduled repayments could be composed of interest and principal, interest only or principal only.","[Auto Translated] Phân biệt giữa các Sản phẩm theo mức độ biến đổi được phép trong thành phần của số tiền thanh toán định kỳ. Ví dụ: trong Sản phẩm trả dần, các khoản hoàn trả theo lịch trình có thể bao gồm lãi và gốc, chỉ lãi hoặc chỉ gốc.",property,,,Business Core Vocabulary >> Product >> Escrow Service; Business Core Vocabulary >> Product >> Finance Service; Business Core Vocabulary >> Product >> Debt Instrument,,Business Scopes >> Credit Cards; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Loans And Mortgages,Reference Data,
12337,Product,Convenience Check Fee Condition,Identifies a Convenience Check Fee Condition which applies to the Credit Card Line Of Credit. The Convenience Check Fee Rate identifies the interest rate charged in respect of the payments from a credit card account using Convenience Checks.,[Auto Translated] Xác định Điều kiện Phí Kiểm tra Tiện lợi áp dụng cho Hạn mức Tín dụng Thẻ Tín dụng. Biểu phí Séc Tiện ích xác định lãi suất được tính đối với các khoản thanh toán từ tài khoản thẻ tín dụng sử dụng Séc Tiện lợi.,property,,Business Core Vocabulary >> Condition >> Convenience Check Fee,Business Core Vocabulary >> Product >> Credit Card Line Of Credit,,Business Scopes >> Credit Cards,Relationship,
12338,Product,Deposit Instrument Type,A term that distinguishes between Deposit Instruments according to their nature. This is a Placeholder Scheme.,[Auto Translated] Một thuật ngữ phân biệt giữa các Công cụ gửi tiền theo bản chất của chúng. Đây là một sơ đồ giữ chỗ.,property,,,Business Core Vocabulary >> Product >> Deposit Instrument,,,Reference Data,
12339,Product,Haircut For Exposure,A factor identifying a deduction to cater for potential price changes of the securities involved in a transaction.,[Auto Translated] Yếu tố xác định khoản khấu trừ nhằm phục vụ cho những thay đổi giá tiềm năng của chứng khoán liên quan đến giao dịch.,property,,,Business Core Vocabulary >> Product >> Financial Market Instrument,,Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Collateral Management Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Involved Party Exposure Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Non Performing Loan Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 7 Credit Risk Mitigation Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Outstandings Analysis Alignment Scope,Monetary Amount,
