id,code,name,description,description_vi,ref_set_id
2718,Standardized Corporate Exposure,Standardized Corporate Exposure,"Identifies the credit exposure management reporting category as defined under The Basel Capital Accord Standardized Approach to Credit Risk, where the credit exposure is to a counterparty that is a corporate entity, such as a debt obligation of a corporation, partnership or proprietorship.","[Auto] Xác định danh mục báo cáo quản lý rủi ro tín dụng như được xác định trong Phương pháp tiếp cận chuẩn hóa của Hiệp định Vốn Basel đối với Rủi ro Tín dụng, trong đó rủi ro tín dụng là đối với một đối tác là một tổ chức doanh nghiệp, chẳng hạn như nghĩa vụ nợ của một công ty, công ty hợp danh hoặc quyền sở hữu.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2719,Internal Ratings Based Corporate Exposure,Internal Ratings Based Corporate Exposure,"Identifies the credit exposure as defined under The Basel Capital Accord IRB Advanced Approach to Credit Risk, where the credit exposure is to a counterparty that is a corporate entity, such as a debt obligation of a corporation, partnership or proprietorship.","[Auto] Xác định mức độ rủi ro tín dụng như được xác định trong Phương pháp tiếp cận nâng cao IRB của Hiệp định vốn Basel đối với rủi ro tín dụng, trong đó mức độ rủi ro tín dụng dành cho một đối tác là một thực thể doanh nghiệp, chẳng hạn như nghĩa vụ nợ của một công ty, công ty hợp danh hoặc quyền sở hữu.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2720,Foundation Past Due Loan Exposure,Foundation Past Due Loan Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is past due more than 90 days.","[Auto] Xác định rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó rủi ro tín dụng đã quá hạn hơn 90 ngày.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2721,Internal Ratings Based Advanced Capital Adequacy Framework Equity Exposure,Internal Ratings Based Advanced Capital Adequacy Framework Equity Exposure,"A member of IRB Advanced CAF Wholesale Exposure Class within the dimension IRB Advanced CAF Exposure Class Classifies measures according to a exposure class of Equity Exposures.

Equity exposure means:
(1) A security or instrument (whether voting or non-voting) that represents a direct or indirect ownership interest in, and is a residual claim on, the assets and income of a company, unless:
(i) The issuing company is consolidated with the [bank];
(ii) The [bank] is required to deduct the ownership interest from tier 1 or tier 2 capital under this appendix;
(iii) The ownership interest incorporates a payment or other similar obligation on the part of the issuing company (such as an obligation to make periodic payments); or
(iv) The ownership interest is a securitization exposure;
(2) A security or instrument that is mandatorily convertible into a security or instrument described in paragraph (1) of this definition;
(3) An option or warrant that is exercisable for a security or instrument described in paragraph (1) of this definition; or
(4) Any other security or instrument (other than a securitization exposure) to the extent the return on the security or instrument is based on the performance of a security or instrument described in paragraph (1) of this definition.","[Auto] Một thành viên của Lớp tiếp xúc bán buôn CAF nâng cao IRB trong phạm vi chiều Lớp tiếp xúc CAF nâng cao IRB phân loại các biện pháp theo lớp tiếp xúc là Phơi nhiễm công bằng.

Tiếp xúc với vốn chủ sở hữu có nghĩa là:
(1) Một chứng khoán hoặc công cụ (dù có quyền biểu quyết hay không biểu quyết) đại diện cho quyền lợi sở hữu trực tiếp hoặc gián tiếp và là quyền sở hữu còn lại đối với tài sản và thu nhập của một công ty, trừ khi:
(i) Công ty phát hành được hợp nhất với [ngân hàng];
(ii) [ngân hàng] phải trích lãi sở hữu khỏi vốn cấp 1 hoặc cấp 2 theo phụ lục này;
(iii) Quyền lợi sở hữu bao gồm một khoản thanh toán hoặc nghĩa vụ tương tự khác của công ty phát hành (chẳng hạn như nghĩa vụ thanh toán định kỳ); hoặc
(iv) Lợi ích sở hữu là rủi ro chứng khoán hóa;
(2) Một chứng khoán hoặc công cụ bắt buộc phải chuyển đổi thành chứng khoán hoặc công cụ được mô tả tại đoạn (1) của định nghĩa này;
(3) Một quyền chọn hoặc chứng quyền có thể được thực thi đối với một chứng khoán hoặc công cụ được mô tả tại đoạn (1) của định nghĩa này; hoặc
(4) Bất kỳ chứng khoán hoặc công cụ nào khác (ngoài rủi ro chứng khoán hóa) trong phạm vi lợi tức của chứng khoán hoặc công cụ đó dựa trên hiệu quả hoạt động của chứng khoán hoặc công cụ được mô tả trong đoạn (1) của định nghĩa này.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2722,Foundation High-Risk Exposure,Foundation High-Risk Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is classified as higher-risk.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng được phân loại là rủi ro cao hơn.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2723,Foundation Public Sector Entity Exposure,Foundation Public Sector Entity Exposure,"Identifies the credit exposure under the Foundation Approach, where the exposure is to a counterparty who is Non Central Government Public Sector Entity (PSE); e.g. an electricity generation and distribution company, whose main or significant shareholder might be a government, or a regional government.","[Auto] Xác định rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó rủi ro tín dụng được thực hiện với một đối tác là Thực thể khu vực công phi chính phủ trung ương (PSE); ví dụ. một công ty sản xuất và phân phối điện, có cổ đông chính hoặc quan trọng có thể là chính phủ hoặc chính quyền khu vực.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2724,Foundation Retail Exposure,Foundation Retail Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is to a counterparty who is an individual person, persons acting as a retail entity, or is a small or medium enterprise; e.g. an organization.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng dành cho đối tác là một cá nhân, những người hoạt động với tư cách là một thực thể bán lẻ hoặc là một doanh nghiệp vừa và nhỏ; ví dụ. một tổ chức.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2725,Internal Ratings Based Advanced Capital Adequacy Framework Commercial Lease Exposure,Internal Ratings Based Advanced Capital Adequacy Framework Commercial Lease Exposure,"Commercial Leasing are exposures in which a firm can obtain the use of a certain fixed assets for which it must pay a series of contractual, periodic, tax deductible payments. The lessee is the receiver of the services or the assets under the lease contract and the lessor is the owner of the assets. The relationship between the tenant and the landlord is called a tenancy, and can be for a fixed or an indefinite period of time (called the term of the lease). The consideration for the lease is called rent. A gross lease is when the tenant pays a flat rental amount and the landlord pays for all property charges regularly incurred by the ownership.","[Auto] Cho thuê thương mại là các khoản cho vay trong đó một công ty có thể sử dụng một số tài sản cố định nhất định mà công ty phải trả một loạt các khoản thanh toán theo hợp đồng, định kỳ, được khấu trừ thuế. Bên thuê là người nhận dịch vụ hoặc tài sản theo hợp đồng cho thuê và bên cho thuê là chủ sở hữu tài sản. Mối quan hệ giữa người thuê nhà và chủ nhà được gọi là hợp đồng thuê nhà và có thể kéo dài trong một khoảng thời gian cố định hoặc không xác định thời hạn (gọi là thời hạn của hợp đồng thuê). Việc xem xét cho thuê được gọi là tiền thuê. Hợp đồng thuê gộp là khi người thuê nhà trả một khoản tiền thuê căn hộ và chủ nhà thanh toán mọi chi phí tài sản thường xuyên phát sinh bởi quyền sở hữu.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2726,Internal Ratings Based Advanced Capital Adequacy Framework Residential Mortgage Exposure,Internal Ratings Based Advanced Capital Adequacy Framework Residential Mortgage Exposure,"Residential mortgage exposure means an exposure (other than a securitization exposure, equity exposure, or excluded mortgage exposure) that is managed as part of a segment of exposures with homogeneous
risk characteristics, not on an individual exposure basis, and is:
(1) An exposure that is primarily secured by a first or subsequent lien on one- to four family residential property; or
(2) An exposure with an original and outstanding amount of $1 million or less that is primarily secured by a first or subsequent lien on residential property that is not one to four family.","[Auto] Rủi ro thế chấp nhà ở có nghĩa là rủi ro (ngoài rủi ro chứng khoán hóa, rủi ro vốn cổ phần hoặc rủi ro thế chấp bị loại trừ) được quản lý như một phần của một phân đoạn rủi ro có tính đồng nhất
đặc điểm rủi ro, không phải trên cơ sở rủi ro cá nhân, và là:
(1) Rủi ro được đảm bảo chủ yếu bằng quyền cầm giữ đầu tiên hoặc sau đó đối với tài sản nhà ở của một đến bốn gia đình; hoặc
(2) Một khoản nợ có số tiền ban đầu và chưa thanh toán là 1 triệu USD trở xuống, chủ yếu được bảo đảm bằng quyền lưu giữ đầu tiên hoặc sau đó đối với tài sản dân cư không phải từ một đến bốn gia đình.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2727,Internal Ratings Based Capital Adequacy Framework Qualifying Revolving Exposure,Internal Ratings Based Capital Adequacy Framework Qualifying Revolving Exposure,"Qualifying revolving exposure (QRE) means an exposure (other than a securitization exposure or equity exposure) to an individual that is managed as part of a segment of exposures with homogeneous
risk characteristics, not on an individual exposure basis, and:
(1) Is revolving (that is, the amount outstanding fluctuates, determined largely by the borrower's decision to borrow and repay, up to a pre-established maximum amount);
(2) Is unsecured and unconditionally cancelable by the [bank] to the fullest extent permitted by Federal law; and 
(3) Has a maximum exposure amount (drawn plus undrawn) of up to $100,000.","[Auto] Rủi ro quay vòng đủ điều kiện (QRE) có nghĩa là rủi ro (không phải là rủi ro chứng khoán hóa hoặc rủi ro vốn cổ phần) đối với một cá nhân được quản lý như một phần của một phân đoạn rủi ro có tính đồng nhất
đặc điểm rủi ro, không phải trên cơ sở phơi nhiễm cá nhân và:
(1) Đang quay vòng (nghĩa là số dư nợ biến động, được xác định phần lớn bởi quyết định vay và trả nợ của người vay, lên đến số tiền tối đa được xác định trước);
(2) Không được bảo đảm và có thể bị [ngân hàng] hủy bỏ vô điều kiện trong phạm vi tối đa được luật pháp Liên bang cho phép; và 
(3) Có số tiền tiếp xúc tối đa (rút và rút) lên tới 100.000 USD.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2728,IRB Advanced CAF Corporate Exposure,IRB Advanced CAF Corporate Exposure,"Identifies a credit exposure where the credit exposure is to a counterparty that is a corporate entity, such as a debt obligation of a corporation, partnership or proprietorship.","[Auto] Xác định mức độ rủi ro tín dụng trong đó mức độ rủi ro tín dụng đối với một đối tác là một thực thể doanh nghiệp, chẳng hạn như nghĩa vụ nợ của một công ty, công ty hợp danh hoặc quyền sở hữu.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2729,Internal Ratings Based Advanced Capital Adequacy Framework Repo Style Transactions Exposure,Internal Ratings Based Advanced Capital Adequacy Framework Repo Style Transactions Exposure,"A Repurchase agreement (also known as a repo or Sale and Repurchase Agreement) allows a borrower to use a financial security as collateral for a cash loan at a fixed rate of interest. In a repo, the borrower agrees to sell immediately a security to a lender and also agrees to buy the same security from the lender at a fixed price at some later date. A repo is equivalent to a cash transaction combined with a forward contract. The cash transaction results in transfer of money to the borrower in exchange for legal transfer of the security to the lender, while the forward contract ensures repayment of the loan to the lender and return of the collateral of the borrower. The difference between the forward price and the spot price is the interest on the loan while the settlement date of the forward contract is the maturity date of the loan.","[Auto] Thỏa thuận mua lại (còn được gọi là thỏa thuận repo hoặc thỏa thuận mua và bán) cho phép người vay sử dụng bảo đảm tài chính làm tài sản thế chấp cho khoản vay tiền mặt với lãi suất cố định. Trong hợp đồng repo, người đi vay đồng ý bán ngay chứng khoán đó cho người cho vay và cũng đồng ý mua chứng khoán tương tự từ người cho vay với mức giá cố định vào một ngày nào đó sau đó. Một repo tương đương với một giao dịch tiền mặt kết hợp với một hợp đồng kỳ hạn. Giao dịch tiền mặt dẫn đến việc chuyển tiền cho người đi vay để đổi lấy việc chuyển giao hợp pháp chứng khoán cho người cho vay, trong khi hợp đồng kỳ hạn đảm bảo việc hoàn trả khoản vay cho người cho vay và trả lại tài sản thế chấp cho người đi vay. Chênh lệch giữa giá kỳ hạn và giá giao ngay là lãi suất của khoản vay trong khi ngày thanh toán của hợp đồng kỳ hạn là ngày đáo hạn của khoản vay.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2730,Foundation Securities Firm Exposure,Foundation Securities Firm Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is to a counterparty that is a securities firm, i.e. an organization that underwrites commercial paper, and government and corporate securities, that grant the ownership of shareholder equity in an organization (stock), ownership of a debt obligation payable (bond), and the rights to ownership implied by options or warrants.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng dành cho đối tác là một công ty chứng khoán, tức là một tổ chức bảo lãnh thương phiếu, chứng khoán chính phủ và doanh nghiệp, cấp quyền sở hữu vốn cổ đông trong một tổ chức (cổ phiếu), quyền sở hữu nghĩa vụ nợ phải trả (trái phiếu) và quyền sở hữu được ngụ ý bởi các quyền chọn hoặc chứng quyền.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2731,Foundation Residential Property-Backed Exposure,Foundation Residential Property-Backed Exposure,"Identifies the credit exposure under the Foundation Approach, that classifies activities such as lending that may result in credit exposures for loans secured by mortgage on residential property that is or will be occupied by the borrower or that is rented.","[Auto] Xác định rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, phân loại các hoạt động như cho vay có thể dẫn đến rủi ro tín dụng đối với các khoản vay được bảo đảm bằng thế chấp đối với tài sản nhà ở đang hoặc sẽ được người vay sử dụng hoặc được cho thuê.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2732,Foundation Securitization Exposure,Foundation Securitization Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is to a securitization e.g. a tradable financial instrument that is created from otherwise non-marketable assets e.g. mortgages, credit card receivables, etc.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng là đối với chứng khoán hóa, ví dụ: một công cụ tài chính có thể giao dịch được tạo ra từ các tài sản không thể bán được, ví dụ: thế chấp, các khoản phải thu từ thẻ tín dụng, v.v.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2733,Foundation Sovereign Exposure,Foundation Sovereign Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is to a counterparty who is a sovereign entity; i.e. a national government's treasury department or ministry, or a central bank.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng dành cho một đối tác là một thực thể có chủ quyền; tức là bộ hoặc bộ tài chính của chính phủ quốc gia hoặc ngân hàng trung ương.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2734,Standardized Large Corporate Exposure,Standardized Large Corporate Exposure,"Identifies the credit exposure under the Standardized Approach, where the credit exposure is to a counterparty that is a large corporate entity.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận tiêu chuẩn hóa, trong đó mức độ rủi ro tín dụng dành cho đối tác là một tổ chức doanh nghiệp lớn.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2735,Standardized Off-Balance Sheet Exposure,Standardized Off-Balance Sheet Exposure,"Identifies the credit exposure management reporting category as defined under The Basel Capital Accord Standardized Approach to Credit Risk, where the credit exposure is to an off balance-sheet item.","[Auto] Xác định danh mục báo cáo quản lý rủi ro tín dụng như được xác định trong Phương pháp tiếp cận chuẩn hóa theo Hiệp định Vốn Basel đối với Rủi ro Tín dụng, trong đó rủi ro tín dụng là một khoản mục ngoại bảng.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2736,Standardized Past Due Loan Exposure,Standardized Past Due Loan Exposure,"Identifies the credit exposure management reporting category as defined under The Basel Capital Accord Standardized Approach to Credit Risk, where the credit exposure is past due more than 90 days.","[Auto] Xác định danh mục báo cáo quản lý rủi ro tín dụng như được xác định trong Phương pháp tiếp cận chuẩn hóa theo Hiệp định Vốn Basel đối với Rủi ro Tín dụng, trong đó rủi ro tín dụng đã quá hạn hơn 90 ngày.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2737,Foundation Exposure,Foundation Exposure,Identifies the Foundation Credit Risk of the Arrangement.,[Auto] Xác định rủi ro tín dụng nền tảng của thỏa thuận.,b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2738,Standardized Multilateral Development Bank Exposure,Standardized Multilateral Development Bank Exposure,"Identifies the credit exposure management reporting category as defined under The Basel Capital Accord Standardized Approach to Credit Risk, that classifies activities such as commercial lending that may result in claims on multilateral development banks (e.g.: IBRD, IADB, AsDB, AfDB, EIB) and claims guaranteed by, or collateralized by securities issued by such banks.","[Auto] Xác định danh mục báo cáo quản lý rủi ro tín dụng như được xác định trong Phương pháp tiếp cận chuẩn hóa của Hiệp định Vốn Basel đối với Rủi ro Tín dụng, phân loại các hoạt động như cho vay thương mại có thể dẫn đến yêu cầu bồi thường đối với các ngân hàng phát triển đa phương (ví dụ: IBRD, IADB, AsDB, AfDB, EIB) và các yêu cầu được bảo đảm bởi hoặc được thế chấp bằng chứng khoán do các ngân hàng đó phát hành.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2739,Foundation Small And Medium Enterprise Retail Exposure,Foundation Small And Medium Enterprise Retail Exposure,"Identifies the credit exposure under the Foundation Approach, where the credit exposure is to a counterparty that is a small or medium retail entity.","[Auto] Xác định mức độ rủi ro tín dụng theo Phương pháp tiếp cận nền tảng, trong đó mức độ rủi ro tín dụng dành cho đối tác là một tổ chức bán lẻ vừa hoặc nhỏ.",b41ed8e7-8d62-49f8-a1a3-6fbb4434ef38
2740,Publicly Traded,Publicly Traded,"Identifies a Product that is traded publicly, i.e. the product has an official market listing.","[Auto] Xác định Sản phẩm được giao dịch công khai, tức là sản phẩm có danh sách thị trường chính thức.",b4a6499c-ec09-4cc1-833e-4cdbac98b8a7
2741,Privately Traded,Privately Traded,Identifies a Product that is traded privately.,[Auto] Xác định một Sản phẩm được giao dịch riêng tư.,b4a6499c-ec09-4cc1-833e-4cdbac98b8a7
2742,House Visit Not Required,House Visit Not Required,Indicates that a House Visit is not required.,[Auto] Cho biết rằng việc Thăm nhà là không cần thiết.,b4eea1c2-594c-43de-9612-cb94500e9212
2743,House Visit Required,House Visit Required,Indicates that a House Visit is required.,[Auto] Cho biết rằng việc Thăm nhà là bắt buộc.,b4eea1c2-594c-43de-9612-cb94500e9212
2744,Debit Interest Rate,Debit Interest Rate,Identifies an Interest Condition that defines the percentage of customer balance for a given period to be paid by the customer.,[Auto] Xác định Điều kiện lãi suất xác định tỷ lệ phần trăm số dư của khách hàng trong một khoảng thời gian nhất định mà khách hàng phải thanh toán.,b55ee57e-6ef9-4fc6-9434-61df6e33eefc
2745,Credit Interest Rate,Credit Interest Rate,Identifies an Interest Condition that defines the percentage of customer balance for a given period to be paid to the customer.,[Auto] Xác định Điều kiện lãi suất xác định tỷ lệ phần trăm số dư của khách hàng trong một khoảng thời gian nhất định sẽ được thanh toán cho khách hàng.,b55ee57e-6ef9-4fc6-9434-61df6e33eefc
2746,Multiple Currency Financial Product,Multiple Currency Financial Product,Identifies a Financial Market Instrument in which the components are denominated in different currencies.,[Auto] Xác định một Công cụ Thị trường Tài chính trong đó các thành phần được tính bằng các loại tiền tệ khác nhau.,b56f9f53-e698-45d4-b67f-11b26ddf390c
2747,Single Currency Financial Product,Single Currency Financial Product,Identifies a Financial Market Instrument in which the components are denominated in only one currency.,[Auto] Xác định một Công cụ Thị trường Tài chính trong đó các thành phần được tính bằng một loại tiền tệ duy nhất.,b56f9f53-e698-45d4-b67f-11b26ddf390c
2748,Language Dependent,Language Dependent,"Identifies an item of text that can be represented in one or more natural languages; for example, a management report written in French is Language Dependent.",[Auto] Xác định một mục văn bản có thể được thể hiện bằng một hoặc nhiều ngôn ngữ tự nhiên; ví dụ: báo cáo quản lý viết bằng tiếng Pháp là Phụ thuộc vào ngôn ngữ.,b5d838af-1c7d-4b01-a879-bafbdec43d4a
2749,Language Independent,Language Independent,"Identifies an item of text for which language does have any meaning; for example, ""ibm.com"", which represents part of an electronic address cannot be represented meaningfully in any other language, and is Language Independent.","[Auto] Xác định một mục văn bản mà ngôn ngữ có bất kỳ ý nghĩa nào; ví dụ: ""ibm.com"", đại diện cho một phần của địa chỉ điện tử không thể được thể hiện một cách có ý nghĩa bằng bất kỳ ngôn ngữ nào khác và không phụ thuộc vào ngôn ngữ.",b5d838af-1c7d-4b01-a879-bafbdec43d4a
2750,Planned Unit Development (PUD),Planned Unit Development (PUD),"Identifies a Multiple Unit Ownership type of a Planned Unit Development (PUD), which consists of several different types of land use such as office, residential, recreational etc.","[Auto] Xác định loại Sở hữu nhiều đơn vị của Phát triển đơn vị được quy hoạch (PUD), bao gồm một số loại hình sử dụng đất khác nhau như văn phòng, nhà ở, giải trí, v.v.",b5ece43a-d9ec-4e48-91cb-80043733c9a7
2751,Cooperative Multiple Unit Building,Cooperative Multiple Unit Building,Identifies a Multiple Unit Ownership type of a cooperative where the building is purchased by a group of individuals who allocate space proportionally among the owners.,[Auto] Xác định loại Sở hữu nhiều đơn vị của một hợp tác xã nơi tòa nhà được mua bởi một nhóm cá nhân phân bổ không gian theo tỷ lệ giữa các chủ sở hữu.,b5ece43a-d9ec-4e48-91cb-80043733c9a7
2752,Single Ownership,Single Ownership,"Identifies a Multiple Unit Structure in which each unit is designed to be residential accommodation, usually with several units on each floor of the building.","[Auto] Xác định Cấu trúc nhiều đơn vị trong đó mỗi đơn vị được thiết kế để làm nơi ở, thường có một số đơn vị trên mỗi tầng của tòa nhà.",b5ece43a-d9ec-4e48-91cb-80043733c9a7
2753,Single Ownership With Shared Overhead,Single Ownership With Shared Overhead,"Identifies a Multiple Unit Structure containing apartments in which each apartment is owned individually, but the common areas are owned and managed jointly by the residents.",[Auto] Xác định Cấu trúc nhiều đơn vị bao gồm các căn hộ trong đó mỗi căn hộ được sở hữu riêng lẻ nhưng các khu vực chung được sở hữu và quản lý chung bởi các cư dân.,b5ece43a-d9ec-4e48-91cb-80043733c9a7
2754,Electronic Recording Process,Electronic Recording Process,"Identifies a Documentation Item that was created by and exists as is based on, or is operated by the controlled flow of charge carriers.",[Auto] Xác định một Mục Tài liệu được tạo ra và tồn tại dựa trên hoặc được vận hành bởi luồng hạt mang điện được kiểm soát.,b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2755,Hand Written Recording Process,Hand Written Recording Process,"Identifies a Documentation Item that was created directly by human hand; for example, customer letter of praise, filled-in loan application form.","[Auto] Xác định Mục Tài liệu được tạo trực tiếp bởi bàn tay con người; ví dụ: thư khen ngợi của khách hàng, mẫu đơn xin vay vốn được điền đầy đủ.",b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2756,Punched Recording Process,Punched Recording Process,Identifies a Documentation Item that was created using a tool that pierces holes in the surface of the recording mechanism or document.,[Auto] Xác định Mục Tài liệu được tạo bằng công cụ đục lỗ trên bề mặt của cơ chế ghi hoặc tài liệu.,b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2757,Embossed Recording Process,Embossed Recording Process,"Identifies a Documentation Item that was created by making raised imprints on a flat surface; for example, the embossed number on a transaction card.",[Auto] Xác định Mục Tài liệu được tạo bằng cách tạo dấu ấn nổi lên trên bề mặt phẳng; ví dụ như số in nổi trên thẻ giao dịch.,b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2758,Optical Recording Process,Optical Recording Process,Identifies a Documentation Item for which light is used as the means for recording information on the recording medium.,[Auto] Xác định Mục Tài liệu mà ánh sáng được sử dụng làm phương tiện ghi thông tin trên phương tiện ghi.,b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2759,Printed Recording Process,Printed Recording Process,"Identifies a Documentation Item that was created using a method which employs machinery to transfer images to paper by the application of ink, pigment, or dye; for example, typewritten letter, computer-printed customer statement.","[Auto] Xác định Mục Tài liệu được tạo bằng phương pháp sử dụng máy móc để chuyển hình ảnh sang giấy bằng cách sử dụng mực, bột màu hoặc thuốc nhuộm; ví dụ, thư đánh máy, báo cáo khách hàng in trên máy tính.",b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2760,Photographic Recording Process,Photographic Recording Process,"Identifies a Documentation Item which has been created on a sensitive surface by the chemical action of light or other radiant technology; for example, photocopy of an original document, photograph of a fingerprint, photograph of an employee.","[Auto] Xác định một Mục Tài liệu đã được tạo ra trên bề mặt nhạy cảm do tác động hóa học của ánh sáng hoặc công nghệ bức xạ khác; ví dụ: bản sao tài liệu gốc, ảnh chụp dấu vân tay, ảnh của nhân viên.",b5ed62be-f3e9-485a-b70b-ef4fb9661c5c
2761,Non Revolving Limit,Non Revolving Limit,"Identifies a Finance Service wherein the credit limit is a specified maximum amount on which a borrower may draw. Once this maximum has been drawn, no further drawings can be made, even if the previously borrowed amounts have been repaid; for example, a Term Loan.","[Auto] Xác định một Dịch vụ Tài chính trong đó hạn mức tín dụng là số tiền tối đa được chỉ định mà người vay có thể rút ra. Khi số tiền tối đa này đã được rút ra thì không thể rút thêm nữa, ngay cả khi số tiền vay trước đó đã được hoàn trả; ví dụ, một khoản vay có kỳ hạn.",b63f64e1-fa94-4923-9b27-6a67254b6dc8
2762,Revolving Limit,Revolving Limit,"Identifies a Finance Service wherein the credit limit is a specified maximum amount that can be used repeatedly, subsequent to repayment. The funds are available on an ongoing basis and the outstanding balance may fluctuate from zero up to the maximum amount; for example, a Revolving Commercial Line of Credit, a Corporate Revolving Credit Card or a Personal Revolving Overdraft Protection Line of Credit.","[Auto] Xác định một Dịch vụ Tài chính trong đó hạn mức tín dụng là số tiền tối đa được chỉ định có thể được sử dụng nhiều lần sau khi hoàn trả. Tiền được cung cấp liên tục và số dư chưa thanh toán có thể dao động từ 0 đến số tiền tối đa; ví dụ: Hạn mức tín dụng thương mại quay vòng, Thẻ tín dụng quay vòng doanh nghiệp hoặc Hạn mức tín dụng bảo vệ thấu chi quay vòng cá nhân.",b63f64e1-fa94-4923-9b27-6a67254b6dc8
2763,Active & Sizable Market,Active & Sizable Market,Identifies the asset which has active outright sale and repo markets at all times (which means having a large number of market participants and a high trading volume). Market breadth (price impact per unit of liquidity) and market depth (units of the asset can be traded for a given price impact) should be good.,[Auto] Xác định tài sản luôn có thị trường bán và repo hoàn toàn đang hoạt động (có nghĩa là có số lượng lớn người tham gia thị trường và khối lượng giao dịch cao). Độ rộng thị trường (tác động giá trên một đơn vị thanh khoản) và độ sâu thị trường (đơn vị tài sản có thể được giao dịch với một tác động giá nhất định) phải tốt.,b680d3e4-0da1-400c-883f-dff821692bcb
2764,Presence Of Committed Market Makers,Presence Of Committed Market Makers,Identifies assets for which quotes will always be available for buying and/or selling.,[Auto] Xác định các tài sản mà báo giá sẽ luôn có sẵn để mua và/hoặc bán.,b680d3e4-0da1-400c-883f-dff821692bcb
2765,Low Market Concentration,Low Market Concentration,Identifies diverse group of buyers and sellers in an asset's market increases the reliability of its liquidity.,[Auto] Xác định nhóm người mua và người bán đa dạng trong thị trường tài sản sẽ làm tăng độ tin cậy về tính thanh khoản của tài sản đó.,b680d3e4-0da1-400c-883f-dff821692bcb
2766,Flight To Quality,Flight To Quality,Identifies the types of assets in a systemic crisis.,[Auto] Xác định các loại tài sản trong một cuộc khủng hoảng hệ thống.,b680d3e4-0da1-400c-883f-dff821692bcb
2767,Not Employed Individual,Not Employed Individual,Identifies an Individual that is not currently employed.,[Auto] Xác định một Cá nhân hiện không được tuyển dụng.,b68825b4-7f20-43e8-aa7d-2499d3718ecf
2768,Working Individual,Working Individual,Identifies an Individual that earns income for their regular labor at a specified occupation.,[Auto] Xác định một Cá nhân kiếm được thu nhập từ lao động thường xuyên của họ ở một nghề nghiệp cụ thể.,b68825b4-7f20-43e8-aa7d-2499d3718ecf
2769,Daily Business Direction Frequency,Daily Business Direction Frequency,Identifies that the Business Direction is used or applied at a usual frequency of every 24 hours.,[Auto] Xác định rằng Định hướng kinh doanh được sử dụng hoặc áp dụng với tần suất thông thường là 24 giờ một lần.,b7155779-db67-4658-b95f-d8022006aa28
