id,source_category,source_term,relationship_type,target_category,target_term
14121,Involved Party,Involved Party,related,Business Activity,Involved Party Conducting Business Activity
14122,Involved Party,Involved Party,related,Transaction,Transaction Authorized Executor
14123,Involved Party,Involved Party,related,Arrangement,Arrangement Mudarib
14124,Involved Party,Involved Party,related,Involved Party,Financial Market Position Assessment Issuer
14125,Involved Party,Involved Party,related,Event,Event Reporter
14126,Involved Party,Involved Party,related,Involved Party,Product Authorized Manager
14127,Involved Party,Involved Party,related,Involved Party,Authenticating Involved Party
14128,Involved Party,Involved Party,related,Involved Party,Association For Product
14129,Involved Party,Involved Party,related,Event,Successful Candidate
14130,Involved Party,Involved Party,related,Business Activity,Voter
14131,Involved Party,Involved Party,related,Involved Party,Product Manager
14132,Involved Party,Involved Party,related,Involved Party,Introducer Involved Party
14133,Involved Party,Involved Party,related,Arrangement,Arrangement Initiator
14134,Involved Party,Involved Party,related,Condition,Condition Owning Involved Party
14135,Involved Party,Involved Party,related,Involved Party,Sponsored Involved Party
14136,Involved Party,Involved Party,related,Arrangement,Arrangement Instrument Borrower
14137,Involved Party,Involved Party,related,Involved Party,Access Involved Party
14138,Involved Party,Involved Party,related,Involved Party,Owned Equity Involved Party
14139,Involved Party,Involved Party,related,Involved Party,Product Base Rate Authority
14140,Involved Party,Involved Party,related,Involved Party,Involved Party Alternative Identifier Assigner
14141,Involved Party,Involved Party,related,Event,Event Beneficiary
14142,Involved Party,Involved Party,related,Communication,Communication Target Involved Party
14143,Involved Party,Involved Party,related,Documentation,Documentation Registering Body
14144,Involved Party,Involved Party,related,Involved Party,Securities Affiliate Involved Party
14145,Involved Party,Involved Party,related,Involved Party,Involved Party Property Holding
14146,Involved Party,Involved Party,related,Involved Party,Involved Party Fiduciary
14147,Involved Party,Involved Party,related,Involved Party,Vendor
14148,Involved Party,Involved Party,related,Business Activity,Business Activity On Behalf Of Involved Party
14149,Involved Party,Involved Party,related,Group,Trust Fund Manager
14150,Involved Party,Involved Party,related,Condition,Condition Applies To Involved Party
14151,Involved Party,Involved Party,related,Property,Property Sponsor
14152,Involved Party,Involved Party,related,Involved Party,Agent For Involved Party
14153,Involved Party,Involved Party,related,Involved Party,Product Transaction Acceptor
14154,Involved Party,Involved Party,related,Involved Party,Fund Advising Involved Party
14155,Involved Party,Involved Party,related,Group,Group Standardizer
14156,Involved Party,Involved Party,related,Group,Group Involved Party Member
14157,Involved Party,Involved Party,related,Location,Contact For Geographic Area
14158,Involved Party,Involved Party,related,Involved Party,Product Ownership Interest
14159,Involved Party,Involved Party,related,Documentation,Documentation Owner
14160,Involved Party,Involved Party,related,Arrangement,Arrangement Beneficiary
14161,Involved Party,Involved Party,related,Transaction,Transaction Beneficiary
14162,Involved Party,Involved Party,related,Event,Event Guarantor
14163,Involved Party,Involved Party,related,Property,Property Appraiser
14164,Involved Party,Involved Party,related,Accounting,Financial Market Position Analyzing Involved Party
14165,Involved Party,Involved Party,related,Communication,Subject Of Complaint
14166,Involved Party,Involved Party,related,Documentation,Reference Involved Party
14167,Involved Party,Involved Party,related,Involved Party,Product Market Maker
14168,Involved Party,Involved Party,related,Involved Party,Involved Party For Fiduciary
14169,Involved Party,Involved Party,related,Communication,Risk Assessment Owner
14170,Involved Party,Involved Party,related,Involved Party,Accounting Unit Accessing Involved Party
14171,Involved Party,Involved Party,related,Involved Party,Designated Representative Of Involved Party
14172,Involved Party,Involved Party,related,Group,Targets Involved Party
14173,Involved Party,Involved Party,related,Event,Registration Subject
14174,Involved Party,Involved Party,related,Event,Event Authorized Executor
14175,Involved Party,Involved Party,related,Involved Party,Franchiser
14176,Involved Party,Involved Party,related,Event,Arbitrating Involved Party
14177,Involved Party,Involved Party,related,Involved Party,Accounting Structure Analyzing Involved Party
14178,Involved Party,Involved Party,related,Transaction,Transaction Benefactor
14179,Involved Party,Involved Party,related,Involved Party,Product Development Fund Provider
14180,Involved Party,Involved Party,related,Business Direction,Cancelling Involved Party
14181,Involved Party,Involved Party,related,Involved Party,Credit Derivative Instrument Reference Entity
14182,Involved Party,Involved Party,related,Transaction,Transaction Fund Manager
14183,Involved Party,Involved Party,related,Involved Party,Product Seller
14184,Involved Party,Involved Party,related,Involved Party,Involved Party Representing Counterparty Interest
14185,Involved Party,Involved Party,related,Transaction,Transaction Debit Involved Party
14186,Involved Party,Involved Party,related,Business Direction,Issuing Involved Party
14187,Involved Party,Involved Party,related,Involved Party,Accounting Structure Item Analyzing Involved Party
14188,Involved Party,Involved Party,related,Common,Weighting Scale Standardizer
14189,Involved Party,Involved Party,related,Arrangement,Arrangement Collateral Provider
14190,Involved Party,Involved Party,related,Communication,Complainant
14191,Involved Party,Involved Party,related,Documentation,Documentation Authorizer
14192,Involved Party,Involved Party,related,Documentation,Documentation Supplier
14193,Involved Party,Involved Party,related,Documentation,Documentation Creator
14194,Involved Party,Involved Party,related,Arrangement,Arrangement Collateral Recipient
14195,Involved Party,Involved Party,related,Group,Involved Party Contact Channel Preference
14196,Involved Party,Involved Party,related,Business Direction,Violating Involved Party
14197,Involved Party,Involved Party,related,Product,Product Declining Involved Party
14198,Involved Party,Involved Party,related,Arrangement,Participating Involved Party
14199,Involved Party,Involved Party,related,Involved Party,Accounting Structure Definer
14200,Involved Party,Involved Party,related,Arrangement,Arrangement Advanced Funds Involved Party
14201,Involved Party,Involved Party,related,Transaction,Trading Transaction Principal
14202,Involved Party,Involved Party,related,Arrangement,Arrangement Counterparty
14203,Involved Party,Involved Party,related,Business Activity,Business Activity Initiator
14204,Involved Party,Involved Party,related,Involved Party,Business Conduct Location
14205,Involved Party,Involved Party,related,Transaction,Transaction Fund Accountant
14206,Involved Party,Involved Party,related,Communication,Communication Owner
14207,Involved Party,Involved Party,related,Involved Party,Product Group Marketer
14208,Involved Party,Involved Party,related,Documentation,Identifies Involved Party
14209,Involved Party,Involved Party,related,Involved Party,Group Analyzing Involved Party
14210,Involved Party,Involved Party,related,Involved Party,Identified Involved Party
14211,Involved Party,Involved Party,related,Involved Party,Product Endorser
14212,Involved Party,Involved Party,related,Involved Party,Avoider Involved Party
14213,Involved Party,Involved Party,related,Involved Party,Preferred Contact Involved Party
14214,Involved Party,Involved Party,related,Involved Party,Avoided Involved Party
14215,Involved Party,Involved Party,related,Involved Party,Product Equipment Provider
14216,Involved Party,Involved Party,related,Transaction,Transaction On Behalf Of Involved Party
14217,Involved Party,Involved Party,related,Condition,Restricted Involved Party
14218,Involved Party,Involved Party,related,Involved Party,Product Intermediary
14219,Involved Party,Involved Party,related,Involved Party,Involved Party Delivery Point
14220,Involved Party,Involved Party,related,Transaction,Local Settlement Agent
14221,Involved Party,Involved Party,related,Arrangement,Arrangement Premium Payer
14222,Involved Party,Involved Party,related,Involved Party,Involved Party Language
14223,Involved Party,Involved Party,related,Documentation,Product Ownership Certification
14224,Involved Party,Individual Employment Type,part_of,Involved Party,Individual
14225,Involved Party,Accounting Structure Item Definer,related,Involved Party,Involved Party
14226,Involved Party,Accounting Structure Item Definer,part_of,Accounting,Accounting Structure Item
14227,Involved Party,Total Cross Border Claims Amount,part_of,Involved Party,Financial Institution
14228,Involved Party,Total Capital Deficiency Amount,part_of,Involved Party,Financial Institution
14229,Involved Party,Residence Property Ownership Status,part_of,Involved Party,Involved Party Residence Property
14230,Involved Party,Homeowners Association Fee,part_of,Involved Party,Individual
14231,Involved Party,Individual Property Buyer Status,part_of,Involved Party,Individual
14232,Involved Party,Employee Attrition Propensity,related,Group,Risk Rating
14233,Involved Party,Employee Attrition Propensity,part_of,Involved Party,Employee
14234,Involved Party,Individual Smoking Habit Date,part_of,Involved Party,Individual
14235,Involved Party,Department Identifier,part_of,Involved Party,Organization Unit
14236,Involved Party,Access Involved Party,related,Involved Party,Involved Party
14237,Involved Party,Access Involved Party,part_of,Group,Group
14238,Involved Party,Insurance Type,part_of,Involved Party,Organization Unit
14239,Involved Party,Accounting Structure Manager,related,Involved Party,Individual
14240,Involved Party,Accounting Structure Manager,part_of,Accounting,Accounting Structure
14241,Involved Party,Financial Market Position Involved Party Relationship Life Cycle Status Reason,part_of,Involved Party,Financial Market Position Assessment Issuer
14242,Involved Party,Trustee,related,Involved Party,Trustee Involved Party
14243,Involved Party,Trustee,related,Group,Trust Fund Trustee
14244,Involved Party,Individual Net Worth,part_of,Involved Party,Individual
14245,Involved Party,Military Service Status,part_of,Involved Party,Individual
14246,Involved Party,Employee Primary Employment Position Flag,part_of,Involved Party,Employment Position
14247,Involved Party,Remuneration Basis,part_of,Involved Party,Employment Position
14248,Involved Party,Exchange,related,Involved Party,Authorized Trading Exchanges
14249,Involved Party,Exchange,related,Involved Party,Product Primary Exchange
14250,Involved Party,Cousin,related,Involved Party,Individual
14251,Involved Party,Cousin,part_of,Involved Party,Individual
14252,Involved Party,Place Of Trade Type,part_of,Involved Party,Place Of Trade
14253,Involved Party,Registered Business Name,part_of,Involved Party,Organization
14254,Involved Party,Involved Party Alternative Name Expressed In Language,related,Common,Language
14255,Involved Party,Involved Party Alternative Name Expressed In Language,part_of,Involved Party,Involved Party Alternative Identification
14256,Involved Party,Product Servicer,related,Product,Product
14257,Involved Party,Product Servicer,related,Involved Party,Involved Party
14258,Involved Party,Employer Effective Date,part_of,Involved Party,Individual
14259,Involved Party,Organization Profitability Segment Date,part_of,Involved Party,Organization
14260,Involved Party,Organization Purpose,part_of,Involved Party,Organization
14261,Involved Party,Involved Party Location Relationship Life Cycle Status Reason,part_of,Involved Party,Individual Residence Address
14262,Involved Party,Involved Party Location Relationship Life Cycle Status Reason,part_of,Involved Party,Preferred Contact Point
14263,Involved Party,Involved Party Location Relationship Life Cycle Status Reason,part_of,Involved Party,Involved Party Delivery Point
14264,Involved Party,Investee,related,Arrangement,Arrangement Investee
14265,Involved Party,Individual Liabilities,part_of,Involved Party,Individual
14266,Involved Party,Involved Party Location Relationship Validity,part_of,Involved Party,Individual Residence Address
14267,Involved Party,Involved Party Location Relationship Validity,part_of,Involved Party,Preferred Contact Point
14268,Involved Party,Involved Party Location Relationship Validity,part_of,Involved Party,Involved Party Delivery Point
14269,Involved Party,Involved Party Location Relationship Validity,part_of,Involved Party,Business Conduct Location
14270,Involved Party,Involved Party Life Cycle Status,part_of,Involved Party,Involved Party
14271,Involved Party,Individual Mortgage Principal Payments Amount,part_of,Involved Party,Individual
14272,Involved Party,Place Of Trade Location,related,Location,Location
14273,Involved Party,Place Of Trade Location,part_of,Involved Party,Place Of Trade
14274,Involved Party,Unconsolidated Regulatory Capital Coverage Flag,part_of,Involved Party,Subsidiary
14275,Involved Party,Regulates Location,related,Location,Location
14276,Involved Party,Regulates Location,part_of,Involved Party,Organization
14277,Involved Party,Regulates Location,part_of,Involved Party,Individual
14278,Involved Party,Data Subject,related,Event,Event Data Subject
14279,Involved Party,Data Subject,related,Arrangement,Arrangement Data Subject
14280,Involved Party,Data Subject,related,Communication,Communication Data Subject
14281,Involved Party,Data Subject,related,Business Activity,Business Activity Data Subject
14282,Involved Party,Data Subject,related,Arrangement,Consenting Data Subject
14283,Involved Party,Data Subject,related,Common,Personal Data Classifies Data Subject
14284,Involved Party,Merchant Type,part_of,Involved Party,Merchant
14285,Involved Party,Social Media Connection,related,Involved Party,Social Media Persona
14286,Involved Party,Social Media Connection,part_of,Involved Party,Social Media Persona
14287,Involved Party,Certification Accreditation Body,related,Involved Party,Accreditation Body
14288,Involved Party,Certification Accreditation Body,part_of,Involved Party,Certification Body
14289,Involved Party,Trading And Sales Organization Unit Type,part_of,Involved Party,Organization Unit
14290,Involved Party,Home Telephone Number,related,Location,Telephone Address
14291,Involved Party,Home Telephone Number,part_of,Involved Party,Individual
14292,Involved Party,Involved Party Alternative Identification Effective Date,part_of,Involved Party,Involved Party Alternative Identification
14293,Involved Party,Marketing Name,part_of,Involved Party,Organization
14294,Involved Party,Marketing Name,part_of,Involved Party,Individual
14295,Involved Party,Number Of Permanent Staff,part_of,Profitability,Location Profitability
14296,Involved Party,Number Of Permanent Staff,part_of,Profitability,Customer Profitability
14297,Involved Party,Number Of Permanent Staff,part_of,Profitability,Channel Profitability
14298,Involved Party,Number Of Permanent Staff,part_of,Profitability,Product Profitability
14299,Involved Party,Number Of Permanent Staff,part_of,Involved Party,Organization
14300,Involved Party,Number Of Permanent Staff,part_of,Profitability,Organization Unit Profitability
14301,Involved Party,Number Of Permanent Staff,part_of,Profitability,Profitability Analysis
14302,Involved Party,Depository,related,Transaction,Central Securities Depository
14303,Involved Party,Organization Legality End Date,part_of,Involved Party,Organization
14304,Involved Party,Additional Risk Weighted Asset Operational Risk Amount,part_of,Involved Party,Financial Institution
14305,Involved Party,Skills Required Individual,related,Involved Party,Individual
14306,Involved Party,Skills Required Individual,part_of,Involved Party,Organization
14307,Involved Party,Skills Required Individual,part_of,Involved Party,Individual
14308,Involved Party,Skills Required Individual,part_of,Involved Party,Organization Unit
14309,Involved Party,Illicit Substance Usage Status Date,part_of,Involved Party,Individual
14310,Involved Party,Introducer Involved Party,related,Involved Party,Involved Party
14311,Involved Party,Introducer Involved Party,part_of,Involved Party,Organization
14312,Involved Party,Introducer Involved Party,part_of,Involved Party,Individual
14313,Involved Party,Alias,part_of,Involved Party,Involved Party
14314,Involved Party,Work Address,related,Location,Address
14315,Involved Party,Work Address,part_of,Involved Party,Individual
14316,Involved Party,Individual Real Property Taxes Amount,part_of,Involved Party,Individual
14317,Involved Party,Heir Predecessor,related,Involved Party,Individual
14318,Involved Party,Heir Predecessor,part_of,Involved Party,Heir Relationship
14319,Involved Party,Mutual Funds Provider,related,Involved Party,Organization
14320,Involved Party,Mutual Funds Provider,part_of,Group,Mutual Fund
14321,Involved Party,Base Salary Amount,part_of,Involved Party,Employee
14322,Involved Party,Individual Age,part_of,Involved Party,Individual
14323,Involved Party,Contracting Involved Party,related,Involved Party,Involved Party
14324,Involved Party,Contracting Involved Party,part_of,Involved Party,Organization
14325,Involved Party,Contracting Involved Party,part_of,Involved Party,Individual
14326,Involved Party,Data Controller,related,Arrangement,Arrangement Data Controller
14327,Involved Party,Data Controller,related,Involved Party,Organization Data Controller
14328,Involved Party,Data Controller,related,Business Activity,Business Activity Data Controller
14329,Involved Party,Profession Date,part_of,Involved Party,Individual
14330,Involved Party,Partnership Type,part_of,Involved Party,Organization
14331,Involved Party,Involved Party Residual Claim,related,Product,Product
14332,Involved Party,Involved Party Residual Claim,related,Involved Party,Involved Party
14333,Involved Party,Guardian,related,Involved Party,Legal Guardian
14334,Involved Party,Guardian,part_of,Involved Party,Individual
14335,Involved Party,Supervisor Approved Capital Requirement Validity,part_of,Involved Party,Rating Issuer
14336,Involved Party,Subsidiary Consolidation Status,part_of,Involved Party,Subsidiary
14337,Involved Party,Electronic Communication Network Identifier,part_of,Involved Party,Electronic Communication Network
14338,Involved Party,Involved Party Representing Our Interest,related,Involved Party,Involved Party
14339,Involved Party,Involved Party Representing Our Interest,part_of,Transaction,Financial Market Transaction
14340,Involved Party,Accounting Structure Item Analyzing Involved Party,related,Involved Party,Involved Party
14341,Involved Party,Accounting Structure Item Analyzing Involved Party,part_of,Accounting,Accounting Structure Item
14342,Involved Party,Organization,related,Involved Party,Organization Registration
14343,Involved Party,Organization,related,Involved Party,Subsidiary
14344,Involved Party,Organization,related,Arrangement,Arrangement Liquidity Provider
14345,Involved Party,Organization,related,Documentation,Submission Authority
14346,Involved Party,Organization,related,Involved Party,Selling Point Organization
14347,Involved Party,Organization,related,Involved Party,Portfolio Fund Management Company
14348,Involved Party,Organization,related,Involved Party,Receiver Organization
14349,Involved Party,Organization,related,Involved Party,Organization Ownership
14350,Involved Party,Organization,related,Involved Party,Industry Classification Definer
14351,Involved Party,Organization,related,Involved Party,Weighting Scale Definer
14352,Involved Party,Organization,related,Involved Party,Component Of Organization
14353,Involved Party,Organization,related,Product,Registered With Involved Party
14354,Involved Party,Organization,related,Transaction,Trading Infrastructure
14355,Involved Party,Organization,related,Involved Party,Parent Organization
14356,Involved Party,Organization,related,Event,Registration Authority
14357,Involved Party,Organization,related,Involved Party,Prospective Acquisition Organization
14358,Involved Party,Organization,related,Arrangement,Arrangement Reference Entity
14359,Involved Party,Organization,related,Event,Claim Insurance Company
14360,Involved Party,Organization,related,Involved Party,Mutual Funds Provider
14361,Involved Party,Organization,related,Involved Party,Personal Data Definer
14362,Involved Party,Organization,related,Involved Party,Payment Card Issuer
14363,Involved Party,Organization,related,Involved Party,Organization Membership
14364,Involved Party,Organization,related,Involved Party,Organization Shareholder
14365,Involved Party,Legislative Institution For Location,related,Location,Location
14366,Involved Party,Legislative Institution For Location,part_of,Involved Party,Legislative Institution
14367,Involved Party,Revaluation Gains On Derivative Products Amount,part_of,Involved Party,Organization
14368,Involved Party,Employment Position Reporting Organization Unit Date,part_of,Involved Party,Employment Position
14369,Involved Party,Agent Identifier,part_of,Involved Party,Agent
14370,Involved Party,Individual Age Segment,part_of,Involved Party,Individual
14371,Involved Party,Number Of Adverse Judgment Rulings,part_of,Involved Party,Organization
14372,Involved Party,Number Of Adverse Judgment Rulings,part_of,Involved Party,Individual
14373,Involved Party,Trade Tick Value,part_of,Involved Party,Financial Market Instrument Place Of Trade
14374,Involved Party,Individual,related,Involved Party,Related Family Individual
14375,Involved Party,Individual,related,Condition,Condition Defining Individual
14376,Involved Party,Individual,related,Involved Party,Accounting Unit Manager
14377,Involved Party,Individual,related,Involved Party,Dependent Individual
14378,Involved Party,Individual,related,Condition,Condition Managing Individual
14379,Involved Party,Individual,related,Arrangement,Arrangement Authorized User
14380,Involved Party,Individual,related,Involved Party,Accounting Structure Manager
14381,Involved Party,Individual,related,Involved Party,Financial Planner For Involved Party
14382,Involved Party,Individual,related,Involved Party,Parent
14383,Involved Party,Individual,related,Involved Party,Heir Of Involved Party
14384,Involved Party,Individual,related,Transaction,Transaction Cancelling Individual
14385,Involved Party,Individual,related,Involved Party,Child
14386,Involved Party,Individual,related,Involved Party,Personal Data Owner
14387,Involved Party,Individual,related,Communication,Communication Approver
14388,Involved Party,Individual,related,Transaction,Transaction Approver
14389,Involved Party,Individual,related,Involved Party,Accountant For Involved Party
14390,Involved Party,Individual,related,Event,Victim
14391,Involved Party,Individual,related,Involved Party,Investment Advisor Individual
14392,Involved Party,Individual,related,Involved Party,Supervising Individual
14393,Involved Party,Individual,related,Involved Party,Skills Required Individual
14394,Involved Party,Individual,related,Event,Witness
14395,Involved Party,Individual,related,Involved Party,Individual Supervisor
14396,Involved Party,Individual,related,Involved Party,Interpreter Individual
14397,Involved Party,Individual,related,Communication,Communication Manager
14398,Involved Party,Individual,related,Transaction,Transaction Investment Decision Maker
14399,Involved Party,Individual,related,Transaction,Trade Instructor
14400,Involved Party,Individual,related,Business Activity,Business Activity Manager
14401,Involved Party,Individual,related,Involved Party,Spouse
14402,Involved Party,Individual,related,Event,Event Manager
14403,Involved Party,Individual,related,Involved Party,De Facto Spouse
14404,Involved Party,Individual,related,Involved Party,Emergency Contact Involved Party
14405,Involved Party,Individual,related,Involved Party,Identifying Individual
14406,Involved Party,Individual,related,Arrangement,Validating Involved Party
14407,Involved Party,Individual,related,Event,Claim Assessor
14408,Involved Party,Individual,related,Event,Claim Named Driver
14409,Involved Party,Individual,related,Involved Party,Acting On Behalf Of Individual
14410,Involved Party,Individual,related,Arrangement,Finance Service Counsellor
14411,Involved Party,Individual,related,Involved Party,Manager
14412,Involved Party,Individual,related,Accounting,Accounting Unit Initiator
14413,Involved Party,Individual,related,Involved Party,Registered Representative Involved Party
14414,Involved Party,Individual,related,Event,Event Releasing Individual
14415,Involved Party,Individual,related,Involved Party,Citizenship
14416,Involved Party,Individual,related,Arrangement,Arrangement Signatory
14417,Involved Party,Individual,related,Communication,Communication Cancelling Individual
14418,Involved Party,Individual,related,Involved Party,Next Of Kin
14419,Involved Party,Individual,related,Involved Party,Organization Chairperson
14420,Involved Party,Individual,related,Arrangement,Cosigner
14421,Involved Party,Individual,related,Business Activity,Business Activity Approver
14422,Involved Party,Individual,related,Involved Party,Marketing Representative
14423,Involved Party,Individual,related,Business Activity,Business Activity Releasing Individual
14424,Involved Party,Individual,related,Condition,Condition Approving Individual
14425,Involved Party,Individual,related,Product,Designing Individual
14426,Involved Party,Individual,related,Involved Party,Indirect Manager
14427,Involved Party,Individual,related,Business Activity,Recording Individual
14428,Involved Party,Individual,related,Communication,Communication Releasing Individual
14429,Involved Party,Individual,related,Business Activity,Business Activity Cancelling Individual
14430,Involved Party,Individual,related,Involved Party,Individual Sibling
14431,Involved Party,Individual,related,Group,Group Manager
14432,Involved Party,Individual,related,Accounting,Reconciling Individual
14433,Involved Party,Individual,related,Involved Party,Contact Individual
14434,Involved Party,Individual,related,Involved Party,Individual Residence Address
14435,Involved Party,Individual,related,Involved Party,Cousin
14436,Involved Party,Individual,related,Involved Party,Heir Predecessor
14437,Involved Party,Individual,related,Transaction,Transaction Releasing Individual
14438,Involved Party,Individual,related,Event,Claimant
14439,Involved Party,Individual,related,Arrangement,Arrangement Manager
14440,Involved Party,Individual,related,Involved Party,Advisor
14441,Involved Party,Legal Entity Identifier,part_of,Involved Party,Organization
14442,Involved Party,Middle Name,part_of,Involved Party,Individual
14443,Involved Party,Supervising Individual,related,Involved Party,Individual
14444,Involved Party,Supervising Individual,part_of,Involved Party,Organization
14445,Involved Party,Supervising Individual,part_of,Involved Party,Individual
14446,Involved Party,Supervising Individual,part_of,Involved Party,Organization Unit
14447,Involved Party,Regulator Involved Party,related,Involved Party,Involved Party
14448,Involved Party,Regulator Involved Party,part_of,Involved Party,Organization
14449,Involved Party,Mortgage Provider,related,Arrangement,Mortgage Arrangement Provider
14450,Involved Party,Product Transaction Acceptor,related,Product,Product
14451,Involved Party,Product Transaction Acceptor,related,Involved Party,Involved Party
14452,Involved Party,Monthly Housing Cost Segment,related,Group,Housing Cost Segment
14453,Involved Party,Monthly Housing Cost Segment,part_of,Involved Party,Individual
14454,Involved Party,Involved Party Alternative Identification Electronic Access Service,related,Product,Electronic Access
14455,Involved Party,Involved Party Alternative Identification Electronic Access Service,part_of,Involved Party,Involved Party Alternative Identification
14456,Involved Party,Customer Non-Taxable Assets,part_of,Wealth Management,Client Summary Analysis
14457,Involved Party,Customer Non-Taxable Assets,part_of,Regulatory Compliance,FATCA Implementation Analysis
14458,Involved Party,Customer Non-Taxable Assets,part_of,Involved Party,Customer
14459,Involved Party,Not Employed Type,part_of,Involved Party,Individual
14460,Involved Party,Creditor Identifier,part_of,Involved Party,Creditor
14461,Involved Party,Additional Capital Required Amount,part_of,Involved Party,Financial Institution
14462,Involved Party,Represents Location,related,Location,Location
14463,Involved Party,Represents Location,part_of,Involved Party,Individual
14464,Involved Party,Represents Location,part_of,Involved Party,Employment Position
14465,Involved Party,Individual Gender,part_of,Involved Party,Individual
14466,Involved Party,Date Deceased,part_of,Involved Party,Individual
14467,Involved Party,Pilot License Number,part_of,Involved Party,Individual
14468,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Subsidiary
14469,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Organization Membership
14470,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Equity Interest In Involved Party
14471,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Avoiding Involved Party
14472,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Advising Involved Party
14473,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Heir Relationship
14474,Involved Party,Involved Party Relationship Life Cycle Status,part_of,Involved Party,Involved Party Broker
14475,Involved Party,Organization Profit Before Tax,part_of,Involved Party,Organization
14476,Involved Party,Registered In Location,related,Location,Location
14477,Involved Party,Registered In Location,part_of,Involved Party,Organization
14478,Involved Party,Registered In Location,part_of,Involved Party,Individual
14479,Involved Party,Non Secured Exposure Amount,part_of,Involved Party,Organization
14480,Involved Party,Non Secured Exposure Amount,part_of,Involved Party,Individual
14481,Involved Party,Birthplace,related,Location,Location
14482,Involved Party,Birthplace,part_of,Involved Party,Individual
14483,Involved Party,Smoker Substance Type,part_of,Involved Party,Individual
14484,Involved Party,Individual Smoking Frequency Segment Date,part_of,Involved Party,Individual
14485,Involved Party,Individual Non Mortgage Credit To Income Ratio,part_of,Involved Party,Individual
14486,Involved Party,Country Of Risk,related,Location,Country
14487,Involved Party,Country Of Risk,part_of,Involved Party,Organization
14488,Involved Party,Country Of Risk,part_of,Involved Party,Individual
14489,Involved Party,Organization Life Cycle Status,part_of,Involved Party,Organization
14490,Involved Party,Customer Identifier,part_of,Involved Party,Customer
14491,Involved Party,Individual Pursuit,part_of,Involved Party,Individual
14492,Involved Party,Product Marketer,related,Product,Product
14493,Involved Party,Product Marketer,related,Involved Party,Involved Party
14494,Involved Party,Customer Taxable Assets,part_of,Wealth Management,Client Summary Analysis
14495,Involved Party,Customer Taxable Assets,part_of,Regulatory Compliance,FATCA Implementation Analysis
14496,Involved Party,Customer Taxable Assets,part_of,Involved Party,Customer
14497,Involved Party,Organization Business Longevity Segment,related,Group,Business Longevity Segment
14498,Involved Party,Organization Business Longevity Segment,part_of,Involved Party,Organization
14499,Involved Party,Accounting Structure Analyzing Involved Party,related,Involved Party,Involved Party
14500,Involved Party,Accounting Structure Analyzing Involved Party,part_of,Accounting,Accounting Structure
14501,Involved Party,Customer Relationship Life Cycle Status Date,part_of,Involved Party,Customer
14502,Involved Party,Adjudicated Location,related,Location,Location
14503,Involved Party,Adjudicated Location,part_of,Involved Party,Organization
14504,Involved Party,Adjudicated Location,part_of,Involved Party,Individual
14505,Involved Party,Accounting Unit Balance Analyzing Involved Party,related,Involved Party,Involved Party
14506,Involved Party,Accounting Unit Balance Analyzing Involved Party,part_of,Accounting,Accounting Unit Balance
14507,Involved Party,Marketers Primary Business Type,part_of,Involved Party,Product Group Marketer
14508,Involved Party,Involved Party Property Holding,related,Property,Property
14509,Involved Party,Involved Party Property Holding,related,Involved Party,Involved Party
14510,Involved Party,Product Preference,part_of,Involved Party,Preference Information
14511,Involved Party,Business Conduct Location Type,part_of,Involved Party,Business Conduct Location
14512,Involved Party,Trade Liquidity Factor,part_of,Involved Party,Financial Market Instrument Place Of Trade
14513,Involved Party,Citizenship Date,part_of,Involved Party,Citizenship
14514,Involved Party,Individual Health Status,part_of,Involved Party,Individual
14515,Involved Party,Risk Exposure Group Type,related,Group,Risk Portfolio
14516,Involved Party,Risk Exposure Group Type,part_of,Involved Party,Organization
14517,Involved Party,Risk Exposure Group Type,part_of,Involved Party,Individual
14518,Involved Party,Alternative Trading System Identifier,part_of,Involved Party,Alternative Trading System
14519,Involved Party,Incumbent Employee,related,Involved Party,Employee
14520,Involved Party,Incumbent Employee,part_of,Involved Party,Employment Position
14521,Involved Party,Involved Party Property Percent Amount,part_of,Involved Party,Involved Party Property Holding
14522,Involved Party,Probability Of Default Category Date,part_of,Involved Party,Organization
14523,Involved Party,Probability Of Default Category Date,part_of,Involved Party,Individual
14524,Involved Party,Central Bank Industry Classification Date,part_of,Involved Party,Organization
14525,Involved Party,Central Bank Industry Classification Date,part_of,Involved Party,Individual
14526,Involved Party,Post-Nominal Letters,part_of,Involved Party,Individual
14527,Involved Party,Branch Number,part_of,Involved Party,Organization Unit
14528,Involved Party,Contact Preference Start Date,part_of,Involved Party,Preference Information
14529,Involved Party,Lender,related,Transaction,Transaction Lender
14530,Involved Party,Work Telephone Number,related,Location,Telephone Address
14531,Involved Party,Work Telephone Number,part_of,Involved Party,Individual
14532,Involved Party,Certification Body For Individual,related,Involved Party,Certification Body
14533,Involved Party,Certification Body For Individual,part_of,Involved Party,Individual
14534,Involved Party,Broker Capacity,part_of,Involved Party,Involved Party Broker
14535,Involved Party,Internal Reporting Industry Classification,related,Common,Industry Classification
14536,Involved Party,Internal Reporting Industry Classification,part_of,Involved Party,Organization
