path,name,description,description_vi
Business Scopes >> Data Privacy >> Personal Data >> Human Resources,Human Resources,"A broad collection of personal, personal identifiable information and sensitive personal information found in Human Resources data including security information, benefits,vetting data, beneficiary and dependents, emergency contact information, employee identifiable information, salary information, performance, education, promotions, travel and work related assignments.","[Auto] Một bộ sưu tập rộng rãi các thông tin nhận dạng cá nhân và thông tin cá nhân nhạy cảm có trong dữ liệu Nhân sự, bao gồm thông tin bảo mật, lợi ích, dữ liệu kiểm tra, người thụ hưởng và người phụ thuộc, thông tin liên hệ khẩn cấp, thông tin nhận dạng nhân viên, thông tin về tiền lương, hiệu suất, giáo dục, thăng chức, các nhiệm vụ liên quan đến du lịch và công việc."
Business Scopes >> Data Privacy >> Personal Data >> ID - Government,ID - Government,"A collection of personal identifiable and personal information that covers information collected from government official documents on customers, employees and other data subjects.","[Auto] Tập hợp thông tin nhận dạng cá nhân và thông tin cá nhân bao gồm thông tin được thu thập từ các tài liệu chính thức của chính phủ về khách hàng, nhân viên và các chủ thể dữ liệu khác."
Business Scopes >> Data Privacy >> Personal Data >> ID - Others,ID - Others,"A collection of personal identifiable information that covers identifiers associated with assets, customers, individuals including employees and vehicles.","[Auto] Tập hợp thông tin nhận dạng cá nhân bao gồm các thông tin nhận dạng liên quan đến tài sản, khách hàng, cá nhân bao gồm cả nhân viên và phương tiện."
Business Scopes >> Data Privacy >> Personal Data >> Online Activities,Online Activities,A collection of personal and personal identifier information collected on an individual around online activity to provide access to online services and manage their use of a service.,[Auto] Tập hợp thông tin nhận dạng cá nhân và cá nhân được thu thập về một cá nhân xung quanh hoạt động trực tuyến để cung cấp quyền truy cập vào các dịch vụ trực tuyến và quản lý việc sử dụng dịch vụ của họ.
Business Scopes >> Data Privacy >> Personal Data >> Online Behavior,Online Behavior,"A collection of personal information about an individual's online behavior including browsing, search key words, online purchases, subscriptions and social media activity.","[Auto] Tập hợp thông tin cá nhân về hành vi trực tuyến của một cá nhân bao gồm duyệt web, tìm kiếm từ khóa, mua hàng trực tuyến, đăng ký và hoạt động truyền thông xã hội."
Business Scopes >> Data Privacy >> Personal Data >> Personal Communication,Personal Communication,A collection of personal information about an individual’s communications.,[Auto] Một tập hợp thông tin cá nhân về thông tin liên lạc của một cá nhân.
Business Scopes >> Data Privacy >> Personal Data >> Personal Location,Personal Location,"A collection of personal information that covers location information associated with work locations, geolocation, geographic area and addresses, mobile and device locations and approximate location such as electronic addresses.","[Auto] Tập hợp thông tin cá nhân bao gồm thông tin vị trí liên quan đến địa điểm làm việc, vị trí địa lý, khu vực và địa chỉ địa lý, vị trí thiết bị và thiết bị di động cũng như vị trí gần đúng như địa chỉ điện tử."
Business Scopes >> Data Privacy >> Personal Data >> Personal Preference Information,Personal Preference Information,A collection of personal information about an individual's preferences indicated directly by a person or expressed in surveys or comments on online forums. The preferences influence how the organization provides products and services or processes information for the person.,[Auto] Tập hợp thông tin cá nhân về sở thích của một cá nhân được một người trực tiếp chỉ ra hoặc thể hiện trong các cuộc khảo sát hoặc nhận xét trên các diễn đàn trực tuyến. Các ưu tiên ảnh hưởng đến cách tổ chức cung cấp sản phẩm và dịch vụ hoặc xử lý thông tin cho cá nhân.
Business Scopes >> Data Privacy >> Personal Data >> Schedules,Schedules,A collection of personal information about employee calendar information and availability.,[Auto] Tập hợp thông tin cá nhân về thông tin lịch và tình trạng sẵn sàng của nhân viên.
Business Scopes >> Data Privacy >> Personal Data >> Telephony & Video,Telephony & Video,"A collection of personal information in relation to telephony and video information including access information, call data including call logs and video recording captured on CCTV (closed-circuit television) in which signals are not publicly distributed but are monitored, primarily for surveillance and security purposes.","[Auto] Một tập hợp thông tin cá nhân liên quan đến thông tin điện thoại và video bao gồm thông tin truy cập, dữ liệu cuộc gọi bao gồm nhật ký cuộc gọi và ghi video được ghi lại trên CCTV (truyền hình mạch kín) trong đó tín hiệu không được phân phối công khai nhưng được giám sát, chủ yếu cho mục đích giám sát và an ninh."
Business Scopes >> Data Privacy >> Personal Data Management,Personal Data Management,A category that groups business terms that support the processing and management of personal data. This includes data processing activity types and purposes. It also includes consent and the reporting of data breaches.,[Auto] Một danh mục nhóm các thuật ngữ kinh doanh hỗ trợ việc xử lý và quản lý dữ liệu cá nhân. Điều này bao gồm các loại hoạt động và mục đích xử lý dữ liệu. Nó cũng bao gồm sự đồng ý và báo cáo các vi phạm dữ liệu.
Business Scopes >> Data Privacy >> Personal Data Management Overview,Personal Data Management Overview,"A high level overview Business Scope that specifies the main concept terms relating to the processing and management of personal data. This includes data processing activity, consent and the reporting of data breaches.","[Auto] Tổng quan cấp cao Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính liên quan đến việc xử lý và quản lý dữ liệu cá nhân. Điều này bao gồm hoạt động xử lý dữ liệu, sự đồng ý và báo cáo vi phạm dữ liệu."
Business Scopes >> Data Privacy >> Regulatory Alignment,Regulatory Alignment,A category that groups personal data terms that are relevant to data privacy regulations.,[Auto] Danh mục nhóm các thuật ngữ dữ liệu cá nhân có liên quan đến các quy định về quyền riêng tư dữ liệu.
Business Scopes >> Data Privacy >> Regulatory Alignment >> CCPA Related Terms,CCPA Related Terms,A category that groups personal data terms that are relevant to the California Consumer Privacy Act (CCPA).,[Auto] Danh mục nhóm các điều khoản về dữ liệu cá nhân có liên quan đến Đạo luật về quyền riêng tư của người tiêu dùng California (CCPA).
Business Scopes >> Data Privacy >> Regulatory Alignment >> GDPR Related Terms,GDPR Related Terms,A category that groups personal data terms that are relevant to the General Data Protection Regulation (GDPR).,[Auto] Danh mục nhóm các thuật ngữ dữ liệu cá nhân có liên quan đến Quy định chung về bảo vệ dữ liệu (GDPR).
Business Scopes >> Data Protection,Data Protection,These Business Scopes identify data elements related to Data Protection business entities supported by the KAFS Business Core Vocabulary.,[Auto] Các Phạm vi kinh doanh này xác định các thành phần dữ liệu liên quan đến các thực thể kinh doanh Bảo vệ dữ liệu được Từ vựng cốt lõi kinh doanh của KAFS hỗ trợ.
Business Scopes >> Data Protection >> Data Protection - Data Processing And Consent,Data Protection - Data Processing And Consent,A Business Scope that specifies the main terms supporting Data Protection with a focus on the processing of personal data and consent for any personal data processing.,"[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ Bảo vệ dữ liệu, tập trung vào việc xử lý dữ liệu cá nhân và chấp thuận mọi hoạt động xử lý dữ liệu cá nhân."
Business Scopes >> Data Protection >> Data Protection - Data Protection Impact Assessment (DPIA),Data Protection - Data Protection Impact Assessment (DPIA),A Business Scope that specifies the main terms supporting Data Protection with a focus on Data Protection Impact Assessments (DPIA).,"[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ Bảo vệ dữ liệu, tập trung vào Đánh giá tác động bảo vệ dữ liệu (DPIA)."
Business Scopes >> Data Protection >> Data Protection - Personal Data Breach And Complaint,Data Protection - Personal Data Breach And Complaint,"A Business Scope that specifies the main terms supporting Data Protection with a focus on Personal Data Breaches, complaints about data breaches from data subjects and the Financial Institution's responsibilities when breaches and complaints occur.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ Bảo vệ dữ liệu, tập trung vào Vi phạm dữ liệu cá nhân, khiếu nại về vi phạm dữ liệu từ chủ thể dữ liệu và trách nhiệm của Tổ chức tài chính khi xảy ra vi phạm và khiếu nại."
Business Scopes >> Data Protection >> Data Protection View,Data Protection View,A Business Scope that specifies the main terms supporting Data Protection responsibilities and activities of the Financial Institution and interaction with parties that are the subjects of data held by the FI.,[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ trách nhiệm và hoạt động Bảo vệ dữ liệu của Tổ chức tài chính cũng như sự tương tác với các bên là chủ thể của dữ liệu do FI nắm giữ.
Business Scopes >> Employment,Employment,A Scope identifying terms in the Knowledge Accelerator for Financial Services (KAFS) vocabulary for supporting various Employment scenarios.,[Auto] Phạm vi xác định các thuật ngữ trong từ vựng Công cụ tăng tốc kiến ​​thức cho dịch vụ tài chính (KAFS) để hỗ trợ các tình huống Việc làm khác nhau.
Business Scopes >> Employment >> Employment Fundamentals,Employment Fundamentals,"A Business Scope that specifies the main terms involved in supporting the elements of Employment of relevance to Financial Services, excluding the full set of potential roles. The Business Scope includes terms relating to Employees as Individuals, Employment Positions, Employment Arrangements, Remuneration Payments and Locations.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến việc hỗ trợ các yếu tố Việc làm liên quan đến Dịch vụ tài chính, ngoại trừ toàn bộ các vai trò tiềm năng. Phạm vi Kinh doanh bao gồm các điều khoản liên quan đến Nhân viên với tư cách Cá nhân, Vị trí Việc làm, Sắp xếp Việc làm, Thanh toán Thù lao và Địa điểm."
Business Scopes >> Employment >> Employment Overview,Employment Overview,"A high level overview Business Scope that specifies the main concept terms relating to elements of Employment of relevance to Financial Services, including Employees as Individuals, Employment Positions and Employment Arrangements.","[Auto] Tổng quan cấp cao Phạm vi kinh doanh chỉ rõ các thuật ngữ khái niệm chính liên quan đến các yếu tố Việc làm liên quan đến Dịch vụ tài chính, bao gồm Nhân viên với tư cách cá nhân, Vị trí việc làm và Thỏa thuận việc làm."
Business Scopes >> Employment >> Employment View,Employment View,"A Business Scope that specifies the main terms involved in supporting the elements of Employment of relevance to Financial Services. The Business Scope includes terms relating to Employees as Individuals, Employment Positions, Employment Arrangements, Remuneration Payments and Locations. Whilst KAFS is not intended for provide full HR coverage, there are numerous aspects of employment that are included in the glossary.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến việc hỗ trợ các yếu tố Việc làm liên quan đến Dịch vụ tài chính. Phạm vi Kinh doanh bao gồm các điều khoản liên quan đến Nhân viên với tư cách Cá nhân, Vị trí Việc làm, Sắp xếp Việc làm, Thanh toán Thù lao và Địa điểm. Mặc dù KAFS không nhằm mục đích cung cấp thông tin đầy đủ về nhân sự nhưng có rất nhiều khía cạnh về việc làm được đưa vào bảng thuật ngữ."
Business Scopes >> Financial Markets (FM),Financial Markets (FM),These Business Scopes identify data elements related to Financial Markets business entities supported by the KAFS Business Core Vocabulary.,[Auto] Các Phạm vi kinh doanh này xác định các yếu tố dữ liệu liên quan đến các thực thể kinh doanh Thị trường tài chính được hỗ trợ bởi Từ vựng cốt lõi kinh doanh của KAFS.
Business Scopes >> Financial Markets (FM) >> Financial Market Equity Instrument Issue,Financial Market Equity Instrument Issue,"A Business Scope that specifies the main terms involved in the issuing of Equity Instruments. The Business Scope includes the terms describing the Equity Instrument and its components, the pricing information, and the Exchange on which the Equity is traded.","[Auto] Phạm vi kinh doanh quy định cụ thể các điều khoản chính liên quan đến việc phát hành Công cụ vốn chủ sở hữu. Phạm vi Kinh doanh bao gồm các điều khoản mô tả Công cụ Vốn chủ sở hữu và các thành phần của nó, thông tin về giá cả và Sàn giao dịch nơi Cổ phiếu được giao dịch."
Business Scopes >> Financial Markets (FM) >> Financial Market Instruments,Financial Market Instruments,"A Business Scope that specifies the main terms supporting the management and review of the Financial Markets Instruments of interest to the Financial Services business. The Business Scope includes the terms describing the hierarchy of Instruments and their features, the conditions that apply to those products such as fees, interest rates and triggers, the pricing activities on places of trade, and valuations on positions.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc quản lý và xem xét các Công cụ thị trường tài chính mà doanh nghiệp Dịch vụ tài chính quan tâm. Phạm vi kinh doanh bao gồm các điều khoản mô tả thứ bậc của Công cụ và tính năng của chúng, các điều kiện áp dụng cho các sản phẩm đó như phí, lãi suất và kích hoạt, hoạt động định giá tại các địa điểm giao dịch và định giá các vị thế."
Business Scopes >> Financial Markets (FM) >> Financial Market Positions,Financial Market Positions,A Business Scope that specifies the main terms involved in the support of Financial Market Positions.,[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến việc hỗ trợ Vị thế trên thị trường tài chính.
Business Scopes >> Financial Markets (FM) >> Financial Markets Accounting,Financial Markets Accounting,"A Business Scope that specifies the main terms supporting the accounting activities associated with the Financial Markets area of the business. The Business Scope includes terms describing instrument positions held for various reasons such as investment or trading, pricing and valuations of holdings, collateral, fees and settlements, postings, accounting categories and structures.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ các hoạt động kế toán liên quan đến lĩnh vực Thị trường tài chính của doanh nghiệp. Phạm vi kinh doanh bao gồm các thuật ngữ mô tả các vị thế công cụ được nắm giữ vì nhiều lý do khác nhau như đầu tư hoặc giao dịch, định giá và định giá cổ phần, tài sản thế chấp, phí và thanh toán, đăng bài, danh mục và cấu trúc kế toán."
Business Scopes >> Financial Markets (FM) >> Financial Markets Business Activities And Transaction,Financial Markets Business Activities And Transaction,A Business Scope that specifies the main terms describing the Financial Market Transactions and Business Activities related to the trading of Financial Market Instruments.,[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính mô tả Giao dịch thị trường tài chính và Hoạt động kinh doanh liên quan đến giao dịch Công cụ thị trường tài chính.
Business Scopes >> Financial Markets (FM) >> Financial Markets Funding,Financial Markets Funding,"A Business Scope that specifies the main terms involved in the support of Funding and Funding Related Services. The Business Scope includes the terms describing the various types of Arrangements used to fund Financial Markets activities, as well as the portfolios, and the guarantees and collateral backing the lending.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến việc hỗ trợ Tài trợ và các Dịch vụ liên quan đến Tài trợ. Phạm vi Kinh doanh bao gồm các điều khoản mô tả các loại Thỏa thuận khác nhau được sử dụng để tài trợ cho các hoạt động của Thị trường Tài chính, cũng như các danh mục đầu tư cũng như các bảo lãnh và tài sản thế chấp hỗ trợ cho việc cho vay."
Business Scopes >> Financial Markets (FM) >> Financial Markets Involved Party Fundamentals,Financial Markets Involved Party Fundamentals,"A Business Scope that specifies the main terms describing the Involved Parties and their roles in the trading of Financial Market Instruments, such as Customers, Issuers, Places Of Trade, Brokers and Intermediaries.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính mô tả các Bên liên quan và vai trò của họ trong việc giao dịch các Công cụ thị trường tài chính, chẳng hạn như Khách hàng, Tổ chức phát hành, Địa điểm giao dịch, Nhà môi giới và Bên trung gian."
Business Scopes >> Financial Markets (FM) >> Financial Markets Overview,Financial Markets Overview,A high level overview Business Scope that specifies the main concept terms relating to key Financial Markets business entities supported by the KAFS Business Core Vocabulary.,[Auto] Tổng quan cấp cao Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính liên quan đến các thực thể kinh doanh chính của Thị trường tài chính được hỗ trợ bởi Từ vựng cốt lõi kinh doanh của KAFS.
Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,Financial Markets Trading,"A Business Scope that specifies the main terms involved in the trading of Financial Market Instruments. This Business Scope includes terms relating to communications, financial markets transactions and their components, and the various parties involved in the transactions as Customers, Issuers, Places Of Trade, Brokers and Intermediaries.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính liên quan đến giao dịch Công cụ thị trường tài chính. Phạm vi kinh doanh này bao gồm các điều khoản liên quan đến truyền thông, giao dịch trên thị trường tài chính và các thành phần của chúng cũng như các bên khác nhau liên quan đến giao dịch với tư cách là Khách hàng, Tổ chức phát hành, Địa điểm giao dịch, Nhà môi giới và Bên trung gian."
Business Scopes >> Inheritance Hierarchy Scopes,Inheritance Hierarchy Scopes,These scope areas contain groupings of concept business terms that form the concept hierarchy for a given core business area within the Business Core Vocabulary.,[Auto] Các lĩnh vực phạm vi này chứa các nhóm thuật ngữ kinh doanh khái niệm tạo thành hệ thống phân cấp khái niệm cho một lĩnh vực kinh doanh cốt lõi nhất định trong Từ vựng cốt lõi kinh doanh.
Business Scopes >> Inheritance Hierarchy Scopes >> Accounting Inheritance Hierarchy,Accounting Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Accounting concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Kế toán.
Business Scopes >> Inheritance Hierarchy Scopes >> Arrangement Inheritance Hierarchy,Arrangement Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Arrangement concepts.,[Auto] Phạm vi công việc chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Sắp xếp.
Business Scopes >> Inheritance Hierarchy Scopes >> Business Activity Inheritance Hierarchy,Business Activity Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Business Activity concepts. This scope includes the hierarchy of Business Activities such as Rating Activity and Marketing Activity.,[Auto] Phạm vi kinh doanh xác định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Hoạt động kinh doanh. Phạm vi này bao gồm hệ thống phân cấp của Hoạt động kinh doanh như Hoạt động xếp hạng và Hoạt động tiếp thị.
Business Scopes >> Inheritance Hierarchy Scopes >> Business Direction Inheritance Hierarchy,Business Direction Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Business Direction concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Định hướng kinh doanh.
Business Scopes >> Inheritance Hierarchy Scopes >> Communication Inheritance Hierarchy,Communication Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Communication concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Giao tiếp.
Business Scopes >> Inheritance Hierarchy Scopes >> Condition Inheritance Hierarchy,Condition Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Condition concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Điều kiện.
Business Scopes >> Inheritance Hierarchy Scopes >> Documentation Inheritance Hierarchy,Documentation Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Documentation concepts.,[Auto] Phạm vi nghiệp vụ chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Tài liệu.
Business Scopes >> Inheritance Hierarchy Scopes >> Event Inheritance Hierarchy,Event Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Event concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Sự kiện.
Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy,Financial Market Instrument Inheritance Hierarchy,A Business Scope that specifies the main concept terms supporting the management and review of the Financial Markets Instruments of interest to the Financial Services business. The Business Scope includes the terms describing the hierarchy of Instruments.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính hỗ trợ việc quản lý và xem xét các Công cụ thị trường tài chính mà doanh nghiệp Dịch vụ tài chính quan tâm. Phạm vi kinh doanh bao gồm các thuật ngữ mô tả thứ bậc của Công cụ.
Business Scopes >> Inheritance Hierarchy Scopes >> Group Inheritance Hierarchy,Group Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Group concepts. This scope includes the hierarchy of Groups such as Portfolio and Channel.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Nhóm. Phạm vi này bao gồm hệ thống phân cấp của các Nhóm như Danh mục đầu tư và Kênh.
Business Scopes >> Inheritance Hierarchy Scopes >> Involved Party Inheritance Hierarchy,Involved Party Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Involved Party concepts.,[Auto] Phạm vi kinh doanh xác định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Bên liên quan.
Business Scopes >> Inheritance Hierarchy Scopes >> Location Inheritance Hierarchy,Location Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Location concepts. This scope includes the hierarchy of Locations such as Geographical Area and Electronic Address.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Vị trí. Phạm vi này bao gồm hệ thống phân cấp của Địa điểm như Khu vực Địa lý và Địa chỉ Điện tử.
Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy,Product Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Product concepts.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Sản phẩm.
Business Scopes >> Inheritance Hierarchy Scopes >> Property Inheritance Hierarchy,Property Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Property concepts. This scope includes the hierarchy of Properties such as Real Property and Financial Property.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Thuộc tính. Phạm vi này bao gồm hệ thống phân cấp của Thuộc tính như Bất động sản và Tài sản tài chính.
Business Scopes >> Inheritance Hierarchy Scopes >> Transaction Inheritance Hierarchy,Transaction Inheritance Hierarchy,A Business Scope that specifies the main concept terms describing the hierarchy of Transaction concepts. This scope includes the hierarchy of Transactions such as Accounting Transaction and Financial Market Transaction.,[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ khái niệm chính mô tả thứ bậc của các khái niệm Giao dịch. Phạm vi này bao gồm hệ thống phân cấp của Giao dịch như Giao dịch kế toán và Giao dịch thị trường tài chính.
Business Scopes >> Insurance,Insurance,A Scope identifying terms in the Knowledge Accelerator for Financial Services (KAFS) vocabulary for supporting various Insurance Scenarios.,[Auto] Phạm vi xác định các thuật ngữ trong từ vựng của Công cụ tăng tốc kiến ​​thức cho dịch vụ tài chính (KAFS) để hỗ trợ các Tình huống bảo hiểm khác nhau.
Business Scopes >> Insurance >> Insurance - Arrangement And Customer,Insurance - Arrangement And Customer,"A Business Scope that specifies the main terms describing the characteristics of the Products, Arrangements, insured items and the insured Customer's details.","[Auto] Phạm vi kinh doanh quy định cụ thể các điều khoản chính mô tả đặc điểm của Sản phẩm, Thỏa thuận, hạng mục được bảo hiểm và thông tin chi tiết về Khách hàng được bảo hiểm."
Business Scopes >> Insurance >> Insurance - Claim,Insurance - Claim,"A Business Scope that specifies the main terms describing the characteristics of the Insurance Claim, where it occurred, participants and property involved.","[Auto] Phạm vi kinh doanh quy định cụ thể các điều khoản chính mô tả các đặc điểm của Yêu cầu bảo hiểm, nơi nó xảy ra, những người tham gia và tài sản liên quan."
Business Scopes >> Insurance >> Insurance View,Insurance View,"A Business Scope that specifies the main terms relating to the risks, products, customer arrangements and activities for supporting Insurance.","[Auto] Phạm vi Kinh doanh quy định cụ thể các điều khoản chính liên quan đến rủi ro, sản phẩm, thỏa thuận với khách hàng và các hoạt động hỗ trợ Bảo hiểm."
Business Scopes >> Investment Banking,Investment Banking,Scope identifying terms that can be used to support Investment Banking.,[Auto] Phạm vi xác định các điều khoản có thể được sử dụng để hỗ trợ Ngân hàng Đầu tư.
Business Scopes >> Islamic Banking,Islamic Banking,The Islamic Banking Scope contains data elements specific to Islamic Banking. Islamic Banking refers to a system of banking or banking activity that is consistent with the principles of Islamic law.,[Auto] Phạm vi Ngân hàng Hồi giáo chứa các yếu tố dữ liệu dành riêng cho Ngân hàng Hồi giáo. Ngân hàng Hồi giáo đề cập đến một hệ thống ngân hàng hoặc hoạt động ngân hàng phù hợp với các nguyên tắc của luật Hồi giáo.
Business Scopes >> Loans And Mortgages,Loans And Mortgages,"A Business Scope that groups terms describing characteristics of Loans and Mortgages including the product details, the specific arrangements with Customers, the purchased property and valuations, details of the security provided such as collateral and guarantees, and transactions representing the financial movements on the arrangements such as disbursements and repayments.

Attribution - Do Not Remove
This category contains content from ISO 20022 Message Definitions and ISO 20022 External Code Sets.
This is not an official site for ISO 20022 Message Standards and External Code Sets. The sole source of up-to-date materials and information on ISO 20022 Message Standards, External Code Sets and Repository is https://www.iso20022.org/.
End of Attribution","[Auto] Phạm vi kinh doanh bao gồm các thuật ngữ mô tả đặc điểm của các khoản cho vay và thế chấp bao gồm chi tiết sản phẩm, các thỏa thuận cụ thể với Khách hàng, tài sản được mua và định giá, chi tiết về biện pháp đảm bảo được cung cấp như tài sản thế chấp và bảo lãnh cũng như các giao dịch thể hiện các chuyển động tài chính trong các thỏa thuận như giải ngân và hoàn trả.

Ghi công - Không xóa
Danh mục này chứa nội dung từ Định nghĩa thông báo ISO 20022 và Bộ mã bên ngoài ISO 20022.
Đây không phải là trang web chính thức về Tiêu chuẩn thông báo ISO 20022 và Bộ mã bên ngoài. Nguồn tài liệu và thông tin cập nhật duy nhất về Tiêu chuẩn thông báo ISO 20022, Bộ mã bên ngoài và Kho lưu trữ là https://www.iso20022.org/.
Kết thúc ghi công"
Business Scopes >> Mortgage Overview,Mortgage Overview,"A high level overview Business Scope that specifies the main concept terms relating to Mortgages including the Customer, Product, Arrangement, mortgaged property and ownership.","[Auto] Tổng quan cấp cao Phạm vi kinh doanh chỉ rõ các thuật ngữ khái niệm chính liên quan đến Thế chấp bao gồm Khách hàng, Sản phẩm, Thỏa thuận, tài sản thế chấp và quyền sở hữu."
Business Scopes >> Mortgages,Mortgages,"A Business Scope that specifies the main terms describing the characteristics of Mortgages including the Product, Arrangement, mortgaged property and valuation, ownership, Customer and schedule payments.","[Auto] Phạm vi kinh doanh chỉ định các thuật ngữ chính mô tả đặc điểm của Thế chấp bao gồm Sản phẩm, Thỏa thuận, tài sản thế chấp và định giá, quyền sở hữu, Khách hàng và lịch thanh toán."
Business Scopes >> Operational Risk Management,Operational Risk Management,"A Business Scope that specifies the main terms supporting the management and review of Operational Risk. The Business Scope includes the terms describing the potential and actual loss events, assessment of risk by reason type, overall risk approach, risk rating, financial impact, operational areas and severity characteristics.","[Auto] Phạm vi kinh doanh chỉ định các điều khoản chính hỗ trợ việc quản lý và xem xét Rủi ro hoạt động. Phạm vi kinh doanh bao gồm các thuật ngữ mô tả các sự kiện tổn thất thực tế và tiềm ẩn, đánh giá rủi ro theo loại lý do, cách tiếp cận rủi ro tổng thể, xếp hạng rủi ro, tác động tài chính, lĩnh vực hoạt động và đặc điểm mức độ nghiêm trọng."
Business Scopes >> Optimize Offers and Cross Sell Scenario,Optimize Offers and Cross Sell Scenario,A Business Scope that specifies the main terms supporting the review and optimization of product offerings and cross selling opportunities for the Financial Institution.,[Auto] Phạm vi kinh doanh nêu rõ các điều khoản chính hỗ trợ việc xem xét và tối ưu hóa việc cung cấp sản phẩm cũng như cơ hội bán kèm cho Tổ chức tài chính.
Business Scopes >> Payment Analysis,Payment Analysis,Identifies the primary data elements that are involved in processing of inward and outward payments for the Financial Institution.,[Auto] Xác định các yếu tố dữ liệu chính có liên quan đến việc xử lý các khoản thanh toán vào và ra cho Tổ chức Tài chính.
Business Scopes >> Payment Cards,Payment Cards,"Data Elements relating to Payment Cards, including Credit Cards, Debit Cards, Pre-paid Cards etc.","[Auto] Các yếu tố dữ liệu liên quan đến Thẻ thanh toán, bao gồm Thẻ tín dụng, Thẻ ghi nợ, Thẻ trả trước, v.v."
