"stt","datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"84","Securities Company Organization Unit Profile","scr_co_ou_prfl","Source System Code","src_stm_code","false","Classification Value","string","","CASE WHEN scr_co_ou.ou_tp_code = 'BRANCH' THEN 'SCMS_CTCK_CHI_NHANH' WHEN scr_co_ou.ou_tp_code = 'TRANSACTION_OFFICE' THEN 'SCMS_CTCK_PHONG_GIAO_DICH' WHEN scr_co_ou.ou_tp_code = 'REP_OFFICE' THEN 'SCMS_CTCK_VP_DAI_DIEN' END","CASE WHEN scr_co_ou.ou_tp_code = 'BRANCH' THEN 'SCMS_CTCK_CHI_NHANH' WHEN scr_co_ou.ou_tp_code = 'TRANSACTION_OFFICE' THEN 'SCMS_CTCK_PHONG_GIAO_DICH' WHEN scr_co_ou.ou_tp_code = 'REP_OFFICE' THEN 'SCMS_CTCK_VP_DAI_DIEN' END","computed","Securities Company Organization Unit","scr_co_ou","Source System Code","src_stm_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Certificate Status Code","ctf_st_code","true","Classification Value","string","","Trạng thái GCN (scheme: NHNCK_CERT_STATUS)","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Status Code","ctf_st_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Certificate Type Code","ctf_tp_code","true","Classification Value","string","","Loại chứng chỉ/nghiệp vụ (scheme: CERTIFICATE_TYPE) — xem O_QLKD_10","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Type Code","ctf_tp_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Full Name","full_nm","false","Text","string","","Họ tên NHN","scr_prac.full_nm","direct","Securities Practitioner","scr_prac","Full Name","full_nm"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Identity Reference Code","identity_refr_code","true","Text","string","","CMND/CCCD NHN","scr_prac.id_refr_code","direct","Securities Practitioner","scr_prac","Identity Reference Code","id_refr_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","License Certificate Number","license_ctf_nbr","true","Text","string","","Số GCN hành nghề","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Number","ctf_nbr"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Code","prac_code","false","Text","string","BK","Mã người hành nghề — business key","","","Securities Practitioner","scr_prac","Practitioner Code","prac_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practice Status Code","practice_st_code","true","Classification Value","string","","Trạng thái hành nghề (scheme: NHNCK_PRACTICE_STATUS)","scr_prac.practice_st_code","direct","Securities Practitioner","scr_prac","Practice Status Code","practice_st_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Profile Id","practitioner_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Registration Type Code","practitioner_rgst_tp_code","true","Classification Value","string","","Loại đăng ký HN (scheme: NHNCK_REGISTRATION_TYPE)","scr_prac.prac_rgst_tp_code","direct","Securities Practitioner","scr_prac","Practitioner Registration Type Code","prac_rgst_tp_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_prac.scr_co_code","direct","Securities Practitioner","scr_prac","Securities Company Code","scr_co_code"
"85","Securities Company Practitioner Profile","scr_co_practitioner_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức SCMS_CTCK_NGUOI_HANH_NGHE_CK + NHNCK_Professionals. Driving table: scr_prac.","scr_prac.src_stm_code WHERE scr_prac.src_stm_code IN ('SCMS_CTCK_NGUOI_HANH_NGHE_CK','NHNCK_Professionals')","direct","Securities Practitioner","scr_prac","Source System Code","src_stm_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Created Timestamp","crt_tms","true","Timestamp","timestamp","","Ngày tạo bản ghi — dùng làm proxy ngày bổ nhiệm","scr_co_snr_psn.crt_tms","direct","Securities Company Senior Personnel","scr_co_snr_psn","Created Timestamp","crt_tms"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Date Of Birth","dob","true","Date","date","","Ngày sinh","scr_co_snr_psn.dob","direct","Securities Company Senior Personnel","scr_co_snr_psn","Date Of Birth","dob"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Email Address","email_adr","true","Text","string","","Email nhân sự cao cấp — SCMS.CTCK_NHAN_SU_CAO_CAP.EMAIL, lấy qua Involved Party Electronic Address (Electronic Address Type = EMAIL)","LEFT JOIN ip_elc_adr ON ip_elc_adr.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Electronic Address","ip_elc_adr","Electronic Address Value","elc_adr_val"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Full Name","full_nm","false","Text","string","","Họ tên nhân sự","scr_co_snr_psn.full_nm","direct","Securities Company Senior Personnel","scr_co_snr_psn","Full Name","full_nm"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Identification Number","identn_nbr","true","Text","string","","CMND/CCCD — từ Involved Party Alternative Identification","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Individual Gender Code","idv_gnd_code","true","Classification Value","string","","Giới tính (scheme: INDIVIDUAL_GENDER)","scr_co_snr_psn.idv_gnd_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Individual Gender Code","idv_gnd_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Phone Number","ph_nbr","true","Text","string","","Điện thoại nhân sự cao cấp — SCMS.CTCK_NHAN_SU_CAO_CAP.DIEN_THOAI, lấy qua Involved Party Electronic Address (Electronic Address Type = PHONE)","LEFT JOIN ip_elc_adr ON ip_elc_adr.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Electronic Address","ip_elc_adr","Electronic Address Value","elc_adr_val"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Position Type Code","pos_tp_code","true","Classification Value","string","","Chức vụ (scheme: SCMS_POSITION_TYPE)","scr_co_snr_psn.pos_tp_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Position Type Code","pos_tp_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Personnel Profile Id","psn_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Personnel Status Code","psn_st_code","true","Classification Value","string","","Trạng thái nhân sự (scheme: SCMS_PERSONNEL_STATUS)","scr_co_snr_psn.psn_st_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Personnel Status Code","psn_st_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Resignation Date","resignation_dt","true","Date","date","","Ngày thôi việc","scr_co_snr_psn.resignation_dt","direct","Securities Company Senior Personnel","scr_co_snr_psn","Resignation Date","resignation_dt"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_snr_psn.scr_co_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Code","scr_co_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Securities Company Senior Personnel Code","scr_co_snr_psn_code","false","Text","string","BK","Mã nhân sự cao cấp — business key","","","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Senior Personnel Code","scr_co_snr_psn_code"
"86","Securities Company Personnel Profile","scr_co_psn_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_NHAN_SU_CAO_CAP. Driving table: scr_co_snr_psn.","scr_co_snr_psn.src_stm_code WHERE scr_co_snr_psn.src_stm_code = 'SCMS_CTCK_NHAN_SU_CAO_CAP'","direct","Securities Company Senior Personnel","scr_co_snr_psn","Source System Code","src_stm_code"
"87","Securities Company Report Data","scr_co_rpt_data","Column Name","clmn_nm","true","Text","string","","Tên cột chỉ tiêu (denormalized)","mbr_rpt_ind_val.clmn_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Column Name","clmn_nm"
"87","Securities Company Report Data","scr_co_rpt_data","Member Periodic Report Code","mbr_prd_rpt_code","false","Text","string","BK","Mã báo cáo định kỳ — business key","","","Member Periodic Report","mbr_prd_rpt","Member Periodic Report Code","mbr_prd_rpt_code"
"87","Securities Company Report Data","scr_co_rpt_data","Row Name","row_nm","true","Text","string","","Tên hàng chỉ tiêu (denormalized)","mbr_rpt_ind_val.row_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Row Name","row_nm"
"87","Securities Company Report Data","scr_co_rpt_data","Row Sequence","row_seq","true","Small Counter","int","","Số thứ tự dòng (cho chỉ tiêu lặp)","mbr_rpt_ind_val.row_seq","direct","Member Report Indicator Value","mbr_rpt_ind_val","Row Sequence","row_seq"
"87","Securities Company Report Data","scr_co_rpt_data","Report Data Id","rpt_data_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"87","Securities Company Report Data","scr_co_rpt_data","Report Date","rpt_dt","true","Date","date","","Ngày số liệu báo cáo","mbr_prd_rpt.rpt_dt","direct","Member Periodic Report","mbr_prd_rpt","Report Date","rpt_dt"
"87","Securities Company Report Data","scr_co_rpt_data","Report Indicator Code","rpt_ind_code","false","Text","string","","Mã chỉ tiêu danh mục (DM_CHI_TIEU)","mbr_rpt_ind_val.rpt_ind_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Indicator Code","rpt_ind_code"
"87","Securities Company Report Data","scr_co_rpt_data","Report Period Type Code","rpt_prd_tp_code","true","Classification Value","string","","Kỳ báo cáo (scheme: SCMS_REPORT_PERIOD_TYPE)","mbr_prd_rpt.rpt_prd_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Reporting Period Type Code","rpt_prd_tp_code"
"87","Securities Company Report Data","scr_co_rpt_data","Report Type Code","rpt_tp_code","true","Classification Value","string","","Loại báo cáo (scheme: SCMS_REPORT_TYPE)","mbr_prd_rpt.rpt_tp_code","direct","Member Periodic Report","mbr_prd_rpt","Report Type Code","rpt_tp_code"
"87","Securities Company Report Data","scr_co_rpt_data","Report Template Code","rpt_tpl_code","false","Text","string","","Mã biểu mẫu báo cáo","mbr_rpt_ind_val.rpt_tpl_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Code","rpt_tpl_code"
"87","Securities Company Report Data","scr_co_rpt_data","Report Template Indicator Code","rpt_tpl_ind_code","true","Text","string","","Mã chỉ tiêu trong biểu mẫu (BM_BAO_CAO_CT)","mbr_rpt_ind_val.rpt_tpl_ind_code","direct","Member Report Indicator Value","mbr_rpt_ind_val","Report Template Indicator Code","rpt_tpl_ind_code"
"87","Securities Company Report Data","scr_co_rpt_data","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","mbr_prd_rpt.scr_co_code","direct","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"87","Securities Company Report Data","scr_co_rpt_data","Sheet Name","shet_nm","true","Text","string","","Tên sheet báo cáo (denormalized)","mbr_rpt_ind_val.shet_nm","direct","Member Report Indicator Value","mbr_rpt_ind_val","Sheet Name","shet_nm"
"87","Securities Company Report Data","scr_co_rpt_data","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức FMS_RPTMEMBER + SCMS_BC_THANH_VIEN. Driving table: mbr_prd_rpt.","mbr_prd_rpt.src_stm_code WHERE mbr_prd_rpt.src_stm_code IN ('FMS_RPTMEMBER','SCMS_BC_THANH_VIEN')","direct","Member Periodic Report","mbr_prd_rpt","Source System Code","src_stm_code"
"87","Securities Company Report Data","scr_co_rpt_data","Submission Deadline Date","submission_ddln_dt","true","Date","date","","Hạn nộp","mbr_prd_rpt.subm_ddln_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Deadline Date","subm_ddln_dt"
"87","Securities Company Report Data","scr_co_rpt_data","Submission Date","submission_dt","true","Date","date","","Ngày nộp thực tế","mbr_prd_rpt.subm_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Date","subm_dt"
"87","Securities Company Report Data","scr_co_rpt_data","Value","val","true","Text","string","","Giá trị chỉ tiêu (Text — kiểu thực tế phụ thuộc KIEU_DU_LIEU)","mbr_rpt_ind_val.val","direct","Member Report Indicator Value","mbr_rpt_ind_val","Value","val"
"87","Securities Company Report Data","scr_co_rpt_data","Version","vrsn","true","Text","string","","Phiên bản báo cáo","mbr_rpt_ind_val.vrsn","direct","Member Report Indicator Value","mbr_rpt_ind_val","Version","vrsn"
"87","Securities Company Report Data","scr_co_rpt_data","Year Value","yr_val","true","Text","string","","Năm kỳ báo cáo","mbr_prd_rpt.yr_val","direct","Member Periodic Report","mbr_prd_rpt","Year Value","yr_val"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Identification Number","identn_nbr","true","Text","string","","CMND/CCCD cổ đông — từ Involved Party Alternative Identification","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_shrhlr.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Is Individual Indicator","is_idv_ind","true","Indicator","string","","Cổ đông cá nhân hay tổ chức","scr_co_shrhlr.is_idv_ind","direct","Securities Company Shareholder","scr_co_shrhlr","Is Individual Indicator","is_idv_ind"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Job Position Name","job_pos_nm","true","Text","string","","Chức vụ cổ đông tại nơi khác (text tự do)","scr_co_shrhlr.job_pos_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Job Position Name","job_pos_nm"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_shrhlr.scr_co_code","direct","Securities Company Shareholder","scr_co_shrhlr","Securities Company Code","scr_co_code"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Securities Company Shareholder Code","scr_co_shrhlr_code","false","Text","string","BK","Mã cổ đông — business key","","","Securities Company Shareholder","scr_co_shrhlr","Securities Company Shareholder Code","scr_co_shrhlr_code"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Share Quantity","shr_qty","true","Small Counter","int","","Số CP nắm giữ tại CTCK","scr_co_shrhlr.shr_qty","direct","Securities Company Shareholder","scr_co_shrhlr","Share Quantity","shr_qty"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Share Ratio","shr_rto","true","Percentage","decimal(5,2)","","Tỷ lệ sở hữu CP (%)","scr_co_shrhlr.shr_rto","direct","Securities Company Shareholder","scr_co_shrhlr","Share Ratio","shr_rto"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Name","shrhlr_nm","false","Text","string","","Tên cổ đông","scr_co_shrhlr.shrhlr_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Name","shrhlr_nm"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Profile Id","shrhlr_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Status Code","shrhlr_st_code","true","Classification Value","string","","Trạng thái cổ đông (scheme: SCMS_SHAREHOLDER_STATUS)","scr_co_shrhlr.shrhlr_st_code","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Status Code","shrhlr_st_code"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Type Code","shrhlr_tp_code","true","Classification Value","string","","Loại cổ đông (scheme: SCMS_SHAREHOLDER_RELATION_TYPE)","scr_co_shrhlr.shrhlr_tp_code","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Type Code","shrhlr_tp_code"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_CO_DONG. Driving table: scr_co_shrhlr.","scr_co_shrhlr.src_stm_code WHERE scr_co_shrhlr.src_stm_code = 'SCMS_CTCK_CO_DONG'","direct","Securities Company Shareholder","scr_co_shrhlr","Source System Code","src_stm_code"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Trading Account Number","tdg_ac_nbr","true","Text","string","","Số TK giao dịch tại CTCK này","scr_co_shrhlr.tdg_ac_nbr","direct","Securities Company Shareholder","scr_co_shrhlr","Trading Account Number","tdg_ac_nbr"
"88","Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Workplace Name","workplace_nm","true","Text","string","","Nơi làm việc của cổ đông (text tự do)","scr_co_shrhlr.workplace_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Workplace Name","workplace_nm"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Actual Offering Amount","act_ofrg_amt","true","Currency Amount","decimal(23,2)","","Pivot giá trị thực tế (qty × price) theo loại hình","(pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_qty * pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_prc) + (pblc_co_scr_ofrg.rslt_auctn_ofrg_qty * pblc_co_scr_ofrg.rslt_auctn_ofrg_prc) + (pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_qty * pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_prc) + (pblc_co_scr_ofrg.rslt_pblc_co_ofrg_qty * pblc_co_scr_ofrg.rslt_pblc_co_ofrg_prc) -- PUBLIC UNION ALL pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_qty * pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_prc -- PRIVATE UNION ALL (pblc_co_scr_ofrg.rslt_esop_issn_qty * pblc_co_scr_ofrg.rslt_esop_issn_prc) + (pblc_co_scr_ofrg.rslt_bns_shr_issn_qty * pblc_co_scr_ofrg.rslt_bns_shr_issn_prc) -- ESOP UNION ALL NULL -- DIVIDEND UNION ALL NULL -- OWNER_CAPITAL UNION ALL pblc_co_scr_ofrg.act_procd_amt - ((pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_qty * pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_prc) + (pblc_co_scr_ofrg.rslt_auctn_ofrg_qty * pblc_co_scr_ofrg.rslt_auctn_ofrg_prc) + (pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_qty * pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_prc) + (pblc_co_scr_ofrg.rslt_pblc_co_ofrg_qty * pblc_co_scr_ofrg.rslt_pblc_co_ofrg_prc) + (pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_qty * pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_prc) + (pblc_co_scr_ofrg.rslt_esop_issn_qty * pblc_co_scr_ofrg.rslt_esop_issn_prc) + (pblc_co_scr_ofrg.rslt_bns_shr_issn_qty * pblc_co_scr_ofrg.rslt_bns_shr_issn_prc)) -- OTHER","pivot","Public Company Securities Offering","pblc_co_scr_ofrg","Actual Proceeds Amount / Result Existing Shareholder Offering Quantity / Result Existing Shareholder Offering Price / Result Auction Offering Quantity / Result Auction Offering Price / Result Public Other Offering Quantity / Result Public Other Offering Price / Result Public Company Offering Quantity / Result Public Company Offering Price / Result Private Placement Offering Quantity / Result Private Placement Offering Price / Result ESOP Issuance Quantity / Result ESOP Issuance Price / Result Bonus Share Issuance Quantity / Result Bonus Share Issuance Price","act_procd_amt / rslt_exst_shrhlr_ofrg_qty / rslt_exst_shrhlr_ofrg_prc / rslt_auctn_ofrg_qty / rslt_auctn_ofrg_prc / rslt_pblc_othr_ofrg_qty / rslt_pblc_othr_ofrg_prc / rslt_pblc_co_ofrg_qty / rslt_pblc_co_ofrg_prc / rslt_prvt_plcmt_ofrg_qty / rslt_prvt_plcmt_ofrg_prc / rslt_esop_issn_qty / rslt_esop_issn_prc / rslt_bns_shr_issn_qty / rslt_bns_shr_issn_prc"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Actual Offering Employee Quantity","act_ofrg_empe_qty","true","Small Counter","int","","Pivot số CK phát hành cho NLĐ thực tế","NULL -- PUBLIC UNION ALL NULL -- PRIVATE UNION ALL (pblc_co_scr_ofrg.rslt_esop_issn_qty + pblc_co_scr_ofrg.rslt_bns_shr_issn_qty) -- ESOP UNION ALL NULL -- DIVIDEND UNION ALL NULL -- OWNER_CAPITAL UNION ALL NULL -- OTHER","pivot","Public Company Securities Offering","pblc_co_scr_ofrg","Result ESOP Issuance Quantity / Result Bonus Share Issuance Quantity","rslt_esop_issn_qty / rslt_bns_shr_issn_qty"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Actual Offering Quantity","act_ofrg_qty","true","Small Counter","int","","Pivot qty thực tế theo loại hình chào bán","(pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_qty + pblc_co_scr_ofrg.rslt_auctn_ofrg_qty + pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_qty + pblc_co_scr_ofrg.rslt_pblc_co_ofrg_qty) -- PUBLIC UNION ALL pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_qty -- PRIVATE UNION ALL (pblc_co_scr_ofrg.rslt_esop_issn_qty + pblc_co_scr_ofrg.rslt_bns_shr_issn_qty) -- ESOP UNION ALL pblc_co_scr_ofrg.rslt_dvdn_issn_qty -- DIVIDEND UNION ALL pblc_co_scr_ofrg.rslt_own_cptl_issn_qty -- OWNER_CAPITAL UNION ALL (pblc_co_scr_ofrg.scss_scr_qty - (pblc_co_scr_ofrg.rslt_exst_shrhlr_ofrg_qty + pblc_co_scr_ofrg.rslt_auctn_ofrg_qty + pblc_co_scr_ofrg.rslt_pblc_othr_ofrg_qty + pblc_co_scr_ofrg.rslt_pblc_co_ofrg_qty + pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_qty + pblc_co_scr_ofrg.rslt_esop_issn_qty + pblc_co_scr_ofrg.rslt_bns_shr_issn_qty + pblc_co_scr_ofrg.rslt_dvdn_issn_qty + pblc_co_scr_ofrg.rslt_own_cptl_issn_qty)) -- OTHER","pivot","Public Company Securities Offering","pblc_co_scr_ofrg","Successful Security Quantity / Result Existing Shareholder Offering Quantity / Result Auction Offering Quantity / Result Public Other Offering Quantity / Result Public Company Offering Quantity / Result Private Placement Offering Quantity / Result ESOP Issuance Quantity / Result Bonus Share Issuance Quantity / Result Dividend Issuance Quantity / Result Owner Capital Issuance Quantity","scss_scr_qty / rslt_exst_shrhlr_ofrg_qty / rslt_auctn_ofrg_qty / rslt_pblc_othr_ofrg_qty / rslt_pblc_co_ofrg_qty / rslt_prvt_plcmt_ofrg_qty / rslt_esop_issn_qty / rslt_bns_shr_issn_qty / rslt_dvdn_issn_qty / rslt_own_cptl_issn_qty"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Actual Offering Target","act_ofrg_trgt","true","Text","string","","Pivot đối tượng chào bán thực tế theo loại hình","NULL -- PUBLIC UNION ALL pblc_co_scr_ofrg.rslt_prvt_plcmt_ofrg_trgt -- PRIVATE UNION ALL COALESCE(pblc_co_scr_ofrg.rslt_esop_issn_trgt, pblc_co_scr_ofrg.rslt_bns_shr_issn_trgt) -- ESOP UNION ALL NULL -- DIVIDEND UNION ALL pblc_co_scr_ofrg.rslt_own_cptl_issn_src -- OWNER_CAPITAL UNION ALL NULL -- OTHER","pivot","Public Company Securities Offering","pblc_co_scr_ofrg","Result Private Placement Offering Target / Result ESOP Issuance Target / Result Bonus Share Issuance Target / Result Owner Capital Issuance Source","rslt_prvt_plcmt_ofrg_trgt / rslt_esop_issn_trgt / rslt_bns_shr_issn_trgt / rslt_own_cptl_issn_src"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Advisor Name","advsr_nm","true","Text","string","","Đơn vị tư vấn — array filter tx_fields theo content_field LIKE '%Tochuctuvan%' OR '%Tentochuctuvan%'. Nullable — pattern cần xác nhận profile DB (O_QLCB_8 #4)","FILTER(ap_eform_fld_val.tx_fields, x -> x.cntnt_field LIKE '%Tochuctuvan%' OR x.cntnt_field LIKE '%Tentochuctuvan%')[0].tx_val","computed","Application Eform Field Value","ap_eform_fld_val","Text Fields","tx_fields"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Auditor Name","audtr_nm","true","Text","string","","Tổ chức kiểm toán — array filter tx_fields theo content_field LIKE '%Tochuckiemtoan%'. Nullable","FILTER(ap_eform_fld_val.tx_fields, x -> x.cntnt_field LIKE '%Tochuckiemtoan%')[0].tx_val","computed","Application Eform Field Value","ap_eform_fld_val","Text Fields","tx_fields"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Capital Usage Plan","cptl_usg_pln","true","Text","string","","Mục đích sử dụng vốn — IDS.company_securities_issuance.capital_usage_plan","pblc_co_scr_ofrg.cptl_usg_pln","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Capital Usage Plan","cptl_usg_pln"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Created By Login Name","crt_by_login_nm","true","Text","string","","Chuyên viên (login_name kỹ thuật) — IDS.company_securities_issuance.created_by","pblc_co_scr_ofrg.crt_by_login_nm","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Created By Login Name","crt_by_login_nm"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Certificate Issue Date","ctf_issu_dt","true","Date","date","","Ngày cấp GCN chào bán","pblc_co_scr_ofrg.ctf_issu_dt","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Certificate Issue Date","ctf_issu_dt"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Certificate Number","ctf_nbr","true","Text","string","","Số GCN chào bán — IDS.company_securities_issuance.certificate_no","pblc_co_scr_ofrg.ctf_nbr","direct","Public Company Securities Offering","pblc_co_scr_ofrg","Certificate Number","ctf_nbr"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Equity Listing Exchange Code","eqty_listing_exg_code","true","Classification Value","string","","Sàn niêm yết — IDS.company_profiles.equity_listing_exch_cd","pblc_co.eqty_listing_exg_code","direct","Public Company","pblc_co","Equity Listing Exchange Code","eqty_listing_exg_code"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Equity Ticker","eqty_ticker","true","Text","string","","Mã chứng khoán cổ phiếu — IDS.company_profiles.equity_ticker","pblc_co.eqty_ticker","direct","Public Company","pblc_co","Equity Ticker","eqty_ticker"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Industry Category Level1 Code","idy_cgy_level1_code","true","Classification Value","string","","Mã ngành cấp 1 — IDS.company_detail.category_l1_id","pblc_co.idy_cgy_level1_code","direct","Public Company","pblc_co","Industry Category Level1 Code","idy_cgy_level1_code"
"89","Securities Offering 360 Profile","scr_ofrg_360_prfl","Industry Category Level2 Code","idy_cgy_level2_code","true","Classification Value","string","","Mã ngành cấp 2 — IDS.company_detail.category_l2_id","pblc_co.idy_cgy_level2_code","direct","Public Company","pblc_co","Industry Category Level2 Code","idy_cgy_level2_code"
